state,district,incumbent,favored,confidence,nom_R,nom_D,nom_I,turnout_cvap,VOTER_POWER
FL,FL-SD-3,D,D,Safe,FALSE,FALSE,FALSE,211975,7.49E-09
FL,FL-SD-5,R,R,Safe,FALSE,FALSE,FALSE,207531,1.14E-07
FL,FL-SD-7,R,R,Safe,FALSE,FALSE,FALSE,234290,1.01E-07
FL,FL-SD-9,R,R,Lean,FALSE,FALSE,FALSE,210149,3.68E-07
FL,FL-SD-11,D,D,Safe,FALSE,FALSE,FALSE,197297,8.05E-09
FL,FL-SD-13,D,D,Safe,FALSE,FALSE,FALSE,214448,7.41E-09
FL,FL-SD-15,D,D,Safe,FALSE,FALSE,FALSE,217535,7.30E-09
FL,FL-SD-17,R,R,Safe,FALSE,FALSE,FALSE,224422,1.05E-07
FL,FL-SD-19,D,D,Safe,FALSE,FALSE,FALSE,214682,7.40E-09
FL,FL-SD-21,R,R,Safe,FALSE,FALSE,FALSE,222566,1.06E-07
FL,FL-SD-23,R,R,Safe,FALSE,FALSE,FALSE,232557,1.01E-07
FL,FL-SD-25,R,R,Likely,FALSE,FALSE,FALSE,211062,3.10E-07
FL,FL-SD-27,R,R,Safe,FALSE,FALSE,FALSE,224218,1.05E-07
FL,FL-SD-29,D,D,Safe,FALSE,FALSE,FALSE,203578,7.80E-09
FL,FL-SD-31,D,D,Safe,FALSE,FALSE,FALSE,195708,8.12E-09
FL,FL-SD-33,D,D,Safe,FALSE,FALSE,FALSE,181352,8.76E-09
FL,FL-SD-35,D,D,Safe,FALSE,FALSE,FALSE,182837,8.69E-09
FL,FL-SD-37,D,D,Likely,FALSE,FALSE,FALSE,163441,3.89E-08
FL,FL-SD-39,FALSE,FALSE,Toss-Up,FALSE,FALSE,FALSE,174119,2.69E-07
GA,GA-HD-5,R,R,Safe,Matt Barton,Orianna Sanders,FALSE,20093,3.80E-07
GA,GA-HD-7,R,R,Safe,David Ralston,Rick Day,FALSE,23974,3.19E-07
GA,GA-HD-8,FALSE,R,Safe,TBA,Dave Cooper,FALSE,25074,3.05E-07
GA,GA-HD-9,FALSE,R,Safe,TBA,Sharon Ravert,FALSE,24416,3.13E-07
GA,GA-HD-10,FALSE,R,Safe,TBA,Nick Mitchell,FALSE,22296,3.43E-07
GA,GA-HD-11,FALSE,R,Safe,TBA,Kayla Hollifield,FALSE,22425,3.41E-07
GA,GA-HD-12,R,R,Safe,Eddie Lumsden,Jonathon Gilreath-Harvey,FALSE,21140,3.61E-07
GA,GA-HD-13,FALSE,R,Safe,TBA,J. Scott Fuller,FALSE,20069,3.81E-07
GA,GA-HD-16,FALSE,R,Safe,TBA,Lyndey Arrendale,FALSE,20679,3.69E-07
GA,GA-HD-17,R,R,Safe,Martin Momtahan,Q. Dailey,FALSE,22301,3.43E-07
GA,GA-HD-18,FALSE,R,Safe,TBA,Pat Rhudy,FALSE,21386,3.57E-07
GA,GA-HD-19,R,R,Safe,Joseph Gullett,Alison Feliciano,FALSE,23691,3.22E-07
GA,GA-HD-20,FALSE,R,Safe,TBA,Ginny LeNox,FALSE,22540,3.39E-07
GA,GA-HD-21,FALSE,R,Safe,TBA,William D Hughes,FALSE,21702,3.52E-07
GA,GA-HD-22,R,R,Safe,Wes Cantrell,TBA,FALSE,23774,3.21E-07
GA,GA-HD-24,R,R,Safe,Sheri Gilligan,Natalie Bucsko,FALSE,23233,3.29E-07
GA,GA-HD-25,R,R,Safe,Todd Jones,Christa Olenczak,FALSE,21509,3.55E-07
GA,GA-HD-26,FALSE,R,Safe,Lauren McDonald,Jason Boskey,FALSE,23602,3.24E-07
GA,GA-HD-29,R,R,Safe,Matt Dubnik,Pat Calmes,FALSE,16033,4.76E-07
GA,GA-HD-30,R,R,Safe,Emory Dunahoo,Leigh Miller,FALSE,20487,3.73E-07
GA,GA-HD-31,R,R,Safe,Tommy Benton,Pete Fuller,FALSE,22631,3.38E-07
GA,GA-HD-32,R,R,Safe,Alan Powell,Alisha Isom,FALSE,22591,3.38E-07
GA,GA-HD-33,FALSE,R,Safe,TBA,Kerry Dornell Hamm,FALSE,21541,3.55E-07
GA,GA-HD-34,R,R,Safe,Bert Reeves,Priscilla Smith,FALSE,23246,3.29E-07
GA,GA-HD-35,R,R,Lean,Ed Setzler,TBA,FALSE,20950,1.09E-06
GA,GA-HD-36,R,R,Safe,Ginny Ehrhart,James Ryner,FALSE,21988,3.47E-07
GA,GA-HD-37,D,D,Tilt,Rose Wing,Mary Williams,FALSE,20698,2.90E-07
GA,GA-HD-39,FALSE,D,Safe,Jim Hickey,TBA,FALSE,19783,1.85E-08
GA,GA-HD-40,D,D,Lean,Taryn Bowman,Erick Allen,FALSE,24397,1.25E-07
GA,GA-HD-41,D,D,Safe,Stephen George,Michael Smith,FALSE,18094,2.02E-08
GA,GA-HD-43,R,R,Tilt,Sharon Cooper,Luisa Wakeman,FALSE,21520,8.42E-07
GA,GA-HD-44,R,R,Likely,Don Parsons,Connie Diccio,FALSE,22566,8.97E-07
GA,GA-HD-45,R,R,Safe,Matt Dollar,Sara Ghazal,FALSE,20936,3.65E-07
GA,GA-HD-46,R,R,Safe,John Carson,TBA,FALSE,21686,3.52E-07
GA,GA-HD-47,R,R,Safe,Jan Jones,Anthia Carter,FALSE,21126,3.62E-07
GA,GA-HD-48,D,FALSE,Toss-Up,Betty Price,Mary Robichaux,FALSE,19033,5.91E-07
GA,GA-HD-49,R,R,Lean,Chuck Martin,Ken Lawler,FALSE,19387,1.17E-06
GA,GA-HD-50,D,FALSE,Toss-Up,Jay Lin,Angelika Kausche,FALSE,18252,6.16E-07
GA,GA-HD-51,D,D,Lean,Alex Kaufman,Josh McLaurin,FALSE,22063,1.39E-07
GA,GA-HD-52,R,R,Tilt,Deborah Silcox,Shea Roberts,FALSE,21255,8.52E-07
GA,GA-HD-54,D,D,Lean,TBA,Betsy Holland,FALSE,24028,1.27E-07
GA,GA-HD-55,D,D,Safe,Fred Quinn,Marie Metze,FALSE,26565,1.38E-08
GA,GA-HD-63,D,D,Safe,David Callahan,Debra Bazemore,FALSE,21450,1.71E-08
GA,GA-HD-66,D,D,Safe,Jason Jones,Kimberly Alexander,FALSE,22939,1.60E-08
GA,GA-HD-67,R,R,Safe,Micah Gravley,Angela Mayfield,FALSE,20048,3.81E-07
GA,GA-HD-68,R,R,Safe,J. Collins,Dominique Conteh,FALSE,22601,3.38E-07
GA,GA-HD-69,R,R,Safe,Randy Nix,Herbert Giles,FALSE,22607,3.38E-07
GA,GA-HD-71,FALSE,R,Safe,TBA,Jill Prouty,FALSE,22119,3.45E-07
GA,GA-HD-72,R,R,Safe,Josh Bonner,Fred Rovner,FALSE,21638,3.53E-07
GA,GA-HD-73,R,R,Safe,Karen Mathiak,William Harris,FALSE,22569,3.38E-07
GA,GA-HD-79,D,D,Lean,Andrea Johnson,Michael Wilensky,FALSE,18185,1.68E-07
GA,GA-HD-80,D,D,Lean,Alan Cole,Matthew Wilson,FALSE,20803,1.47E-07
GA,GA-HD-85,D,D,Safe,FALSE,Karla Drenner,Andrew Bell,19253,1.90E-08
GA,GA-HD-92,FALSE,D,Safe,FALSE,TBA,Raymond Davis,20637,1.77E-08
GA,GA-HD-93,FALSE,D,Safe,Hubert Owens,TBA,FALSE,21126,1.73E-08
GA,GA-HD-95,D,D,Lean,Erica McCurdy,Beth Moore,FALSE,20926,1.46E-07
GA,GA-HD-97,R,R,Likely,Bonnie Rich,Mary Campbell,FALSE,21268,9.52E-07
GA,GA-HD-98,R,R,Safe,David Clark,Taeho Cho,FALSE,21191,3.60E-07
GA,GA-HD-101,D,D,Safe,Carol Field,Sam Park,FALSE,19349,1.89E-08
GA,GA-HD-102,D,D,Tilt,Soo Hong,Gregg Kennard,FALSE,19994,3.01E-07
GA,GA-HD-103,FALSE,R,Safe,TBA,Clifton Marshall,FALSE,23166,3.30E-07
GA,GA-HD-104,R,R,Lean,Chuck Efstration,TBA,FALSE,22318,1.02E-06
GA,GA-HD-105,D,D,Likely,Eric Dierks,Donna McLeod,FALSE,22007,6.09E-08
GA,GA-HD-106,R,D,Lean,Brett Harrell,TBA,FALSE,20923,1.46E-07
GA,GA-HD-107,D,D,Likely,Michael McConnell,Shelly Hutchinson,FALSE,19167,6.99E-08
GA,GA-HD-108,D,D,Lean,Johnny Crist,Jasmine Clark,FALSE,19073,1.61E-07
GA,GA-HD-109,R,R,Tilt,Dale Rutledge,Regina Lewis-Ward,FALSE,22748,7.96E-07
GA,GA-HD-110,FALSE,R,Safe,Clint Crowe,Ebony Carter,FALSE,22473,3.40E-07
GA,GA-HD-112,R,R,Safe,Dave Belton,Malcolm Adams,FALSE,22347,3.42E-07
GA,GA-HD-114,R,R,Safe,Tom Kirby,FALSE,Femi Oduwole,22888,3.34E-07
GA,GA-HD-115,R,R,Safe,Bruce Williamson,Debbie Reed,FALSE,21723,3.52E-07
GA,GA-HD-117,R,R,Likely,Houston Gaines,Mokah Johnson,FALSE,23608,8.57E-07
GA,GA-HD-119,R,R,Likely,Marcus A. Wiedower,Jonathon Wallace,FALSE,23388,8.65E-07
GA,GA-HD-122,R,R,Safe,Jodi Lott,Doris Crutchfield,FALSE,24448,3.12E-07
GA,GA-HD-124,D,D,Safe,FALSE,Wayne Howard,Scott Cambers,20182,1.81E-08
GA,GA-HD-126,D,D,Safe,William Harris,Gloria Frazier,FALSE,21737,1.68E-08
GA,GA-HD-129,R,R,Safe,Susan Holmes,Sharonda Bell,Joe Reed,22045,3.47E-07
GA,GA-HD-130,R,R,Safe,David Knight,Sheila Henley,FALSE,21097,3.62E-07
GA,GA-HD-131,FALSE,R,Safe,TBA,Chris Benton,FALSE,21863,3.49E-07
GA,GA-HD-132,FALSE,D,Lean,TBA,TBA,FALSE,21311,1.44E-07
GA,GA-HD-134,R,R,Safe,Richard Smith,TBA,FALSE,22853,3.34E-07
GA,GA-HD-138,R,R,Likely,Mike Cheokas,Marc Arnett,FALSE,20679,9.79E-07
GA,GA-HD-144,R,R,Safe,Danny Mathis,Mary Whipple-Lue,FALSE,21049,3.63E-07
GA,GA-HD-145,R,R,Safe,Ricky A. Williams,TBA,FALSE,22459,3.40E-07
GA,GA-HD-147,FALSE,R,Lean,TBA,Stephen Baughier,FALSE,21306,1.07E-06
GA,GA-HD-148,R,R,Safe,Noel Williams,Regina Awung,FALSE,21378,3.57E-07
GA,GA-HD-151,R,FALSE,Toss-Up,Gerald Greene,Joyce Barlow,FALSE,20026,5.62E-07
GA,GA-HD-155,R,R,Safe,Clay Pirkle,Lethia Jones Kittrell,FALSE,21100,3.62E-07
GA,GA-HD-158,R,R,Safe,Butch Parrish,Ann Gleason,FALSE,21571,3.54E-07
GA,GA-HD-164,R,R,Tilt,Ron Stephens,TBA,FALSE,23337,7.76E-07
GA,GA-HD-166,R,R,Safe,Jesse Petrea,Michael Mack,FALSE,24084,3.17E-07
GA,GA-HD-169,R,R,Safe,Dominic Lariccia,Buckle Moore,FALSE,21113,3.62E-07
GA,GA-HD-170,R,R,Safe,Penny Houston,Andre Oliver,FALSE,20436,3.74E-07
GA,GA-HD-173,R,R,Safe,Darlene Taylor,Booker Gainor,FALSE,21105,3.62E-07
GA,GA-HD-176,R,R,Safe,James Burchett,Evans Primus,FALSE,22240,3.43E-07
GA,GA-HD-179,R,R,Safe,Don Hogan,Julie Jordan,FALSE,22508,3.39E-07
GA,GA-HD-180,R,R,Safe,Steven Sainz,FALSE,FALSE,21817,3.50E-07
GA,GA-SD-1,R,R,Safe,Ben Watson,Kerri Wilkins McGinty,FALSE,71176,3.87E-08
GA,GA-SD-3,FALSE,R,Safe,TBA,David Sharpe,Cedric King,71369,3.86E-08
GA,GA-SD-6,D,D,Safe,Harrison Lance,Jen Jordan,FALSE,70954,9.74E-10
GA,GA-SD-8,FALSE,R,Safe,Russ Goodman,Treva Gear,FALSE,69399,3.97E-08
GA,GA-SD-9,R,R,Lean,P. K. Martin,TBA,FALSE,71163,7.61E-08
GA,GA-SD-12,FALSE,D,Safe,TBA,TBA,FALSE,65055,1.06E-09
GA,GA-SD-13,R,R,Safe,Carden Summers,TBA,FALSE,67191,4.10E-08
GA,GA-SD-14,R,R,Safe,Bruce Thompson,TBA,FALSE,69616,3.96E-08
GA,GA-SD-16,R,R,Safe,Marty Harbin,Clinquez Jester,FALSE,69514,3.97E-08
GA,GA-SD-17,R,R,Likely,Brian Strickland,Kelly Rose,FALSE,71032,8.15E-08
GA,GA-SD-20,FALSE,R,Safe,TBA,Julius Johnson,FALSE,72234,3.82E-08
GA,GA-SD-23,FALSE,R,Safe,TBA,Ceretta Smith,FALSE,67782,4.07E-08
GA,GA-SD-25,R,R,Safe,Burt Jones,Veronica Brison,FALSE,72881,3.78E-08
GA,GA-SD-27,R,R,Safe,Greg Dolezal,Brooke Griffiths,FALSE,73548,3.75E-08
GA,GA-SD-30,R,R,Safe,Michael Dugan,TBA,FALSE,69450,3.97E-08
GA,GA-SD-30,R,R,Safe,Michael Dugan,TBA,FALSE,69450,3.97E-08
GA,GA-SD-31,FALSE,R,Safe,TBA,Tianna Smith,FALSE,71307,3.87E-08
GA,GA-SD-32,R,R,Safe,Kay Kirkpatrick,Christine Triebsch,FALSE,69233,3.98E-08
GA,GA-SD-37,R,R,Safe,Lindsey Tippins,TBA,FALSE,71455,3.86E-08
GA,GA-SD-40,D,D,Lean,Garry Guan,Sally Harrell,FALSE,62890,9.43E-09
GA,GA-SD-41,FALSE,D,Safe,William Park Freeman,TBA,FALSE,61856,1.12E-09
GA,GA-SD-43,D,D,Safe,Melanie Williams,Tonya Anderson,FALSE,68267,1.01E-09
GA,GA-SD-44,FALSE,D,Safe,Benjamin Brooks,TBA,FALSE,70443,9.82E-10
GA,GA-SD-45,FALSE,R,Safe,TBA,TBA,FALSE,68460,4.03E-08
GA,GA-SD-46,R,R,Safe,Bill Cowsert,Zachary Perry,FALSE,76966,3.58E-08
GA,GA-SD-47,R,R,Safe,Frank Ginn,Dawn Johnson,FALSE,71243,3.87E-08
GA,GA-SD-48,FALSE,D,Tilt,Matt Reeves,TBA,FALSE,59846,1.97E-08
GA,GA-SD-50,FALSE,R,Safe,TBA,Dee Daley,FALSE,70427,3.92E-08
GA,GA-SD-51,R,R,Safe,Steve Gooch,June Krise,FALSE,77921,3.54E-08
GA,GA-SD-52,R,R,Safe,Chuck Hufstetler,Charles DeYoung,FALSE,66013,4.18E-08
GA,GA-SD-56,R,R,Lean,John Albers,Sarah Beeson,FALSE,67956,7.97E-08
KS,KS-HD-2,R,R,Lean,Kenneth Collins,Lynn Grant,FALSE,8582,1.69E-05
KS,KS-HD-3,D,D,Lean,Chuck Smith,Monica Murnan,FALSE,9093,2.40E-05
KS,KS-HD-4,FALSE,R,Safe,TBA,Bill Meyer,FALSE,8694,1.98E-06
KS,KS-HD-5,FALSE,R,Safe,TBA,Roger Sims,FALSE,8285,2.08E-06
KS,KS-HD-9,FALSE,R,Safe,TBA,Alana Cloutier,FALSE,8316,2.07E-06
KS,KS-HD-12,R,R,Safe,Doug Blex,FALSE,FALSE,8339,2.06E-06
KS,KS-HD-13,R,R,Safe,Joe Newland,Mark Pringle,FALSE,8298,2.07E-06
KS,KS-HD-14,R,R,Tilt,Charlotte Esau,Angela Justus Schweller,FALSE,8996,2.65E-05
KS,KS-HD-15,R,R,Tilt,John Toplikar,Cole Fine,FALSE,7397,3.22E-05
KS,KS-HD-16,FALSE,D,Likely,Rashard Young,Linda Featherston,FALSE,9298,1.22E-05
KS,KS-HD-17,FALSE,FALSE,Toss-Up,Kristine Sapp,Jo Ella Hoye,FALSE,8808,3.56E-05
KS,KS-HD-18,D,D,Lean,TBA,Cindy Neighbor,FALSE,8859,2.46E-05
KS,KS-HD-20,FALSE,R,Likely,TBA,Mari-Lynn Poskin,FALSE,9870,6.86E-06
KS,KS-HD-21,D,D,Safe,Bob Reese,Jerry Stogsdill,FALSE,9263,3.16E-06
KS,KS-HD-23,D,D,Lean,Jeff Shull,Susan Ruiz,FALSE,8039,2.71E-05
KS,KS-HD-26,R,R,Likely,Adam Thomas,W. Michael Shimeall,FALSE,8379,8.08E-06
KS,KS-HD-27,R,R,Safe,Sean Tarwater,Sona Patel,FALSE,9357,1.84E-06
KS,KS-HD-28,FALSE,R,Lean,TBA,Sally Jercha,FALSE,8036,1.81E-05
KS,KS-HD-29,D,D,Safe,Jerry Clinton,Brett Parker,FALSE,8641,3.39E-06
KS,KS-HD-30,D,D,Likely,TBA,Brandon Woodard,FALSE,9390,1.20E-05
KS,KS-HD-31,D,D,Safe,Landon Griffith,Louis Ruiz,FALSE,7414,3.95E-06
KS,KS-HD-32,FALSE,D,Safe,Greg Conchola,TBA,FALSE,4276,6.84E-06
KS,KS-HD-33,D,D,Likely,Jordan Michael Mackey,Tom Burroughs,FALSE,8308,1.36E-05
KS,KS-HD-35,FALSE,D,Safe,Mark David Snelson,TBA,FALSE,7224,4.05E-06
KS,KS-HD-36,D,D,Safe,Mark Gilstrap,Kathy Wolfe Moore,FALSE,9245,3.17E-06
KS,KS-HD-38,FALSE,R,Safe,TBA,Sherri Grogan,FALSE,9392,1.83E-06
KS,KS-HD-39,R,R,Lean,Owen Donohue,TBA,FALSE,8389,1.73E-05
KS,KS-HD-40,R,R,Tilt,David French,Joana Scholtz,FALSE,9202,2.59E-05
KS,KS-HD-41,FALSE,D,Lean,Pat Proctor,TBA,FALSE,8605,2.54E-05
KS,KS-HD-43,R,R,Safe,William Sutton,Pamela Finley,FALSE,8440,2.04E-06
KS,KS-HD-47,R,R,Safe,Ronald Ellis,Michael Caddell,FALSE,8539,2.01E-06
KS,KS-HD-48,D,FALSE,Toss-Up,Terry Frederick,Jennifer Day,FALSE,8161,3.85E-05
KS,KS-HD-49,R,R,Lean,Megan Lynn,TBA,FALSE,7592,1.91E-05
KS,KS-HD-50,R,R,Safe,Fred Patton,Timothy Reed,FALSE,8664,1.99E-06
KS,KS-HD-52,FALSE,R,Likely,TBA,TBA,FALSE,8821,7.68E-06
KS,KS-HD-53,D,D,Safe,Jeff Coen,Jim Gartner,FALSE,9039,3.24E-06
KS,KS-HD-54,R,R,Safe,Ken Corbet,John Brosz,FALSE,8273,2.08E-06
KS,KS-HD-55,D,D,Safe,Janlyn Nesbett Tucker,Annie Kuether,FALSE,8775,3.34E-06
KS,KS-HD-56,D,D,Likely,Tim Clothier,Virgil Weigel,FALSE,9220,1.23E-05
KS,KS-HD-57,D,D,Safe,Michael Martin,John Alcala,FALSE,7752,3.78E-06
KS,KS-HD-58,FALSE,D,Safe,Geoffrey Gawdun,Vic Miller,FALSE,7265,4.03E-06
KS,KS-HD-59,FALSE,R,Safe,TBA,Caren Rugg,FALSE,8524,2.02E-06
KS,KS-HD-60,R,R,Safe,Mark Schreiber,Todd Maddox,FALSE,8544,2.01E-06
KS,KS-HD-64,R,R,Safe,Susan Carlson,Jim Vathauer,FALSE,8775,1.96E-06
KS,KS-HD-67,FALSE,R,Likely,Mike Dodson,Cheryl Arthur,FALSE,9999,6.77E-06
KS,KS-HD-68,R,R,Safe,Dave Baker,Scott Dawson,FALSE,8882,1.94E-06
KS,KS-HD-69,FALSE,R,Lean,Clarke Sanders,TBA,FALSE,7869,1.85E-05
KS,KS-HD-70,FALSE,R,Safe,TBA,Jo Schwartz,FALSE,8235,2.09E-06
KS,KS-HD-71,FALSE,R,Safe,TBA,Jeffrey Zamrzla,FALSE,8623,2.00E-06
KS,KS-HD-72,D,D,Tilt,TBA,Tim Hodge,FALSE,8367,3.61E-05
KS,KS-HD-75,R,R,Safe,Will Carpenter,Ethan Caylor,FALSE,8887,1.94E-06
KS,KS-HD-77,R,R,Safe,Kristey Williams,FALSE,FALSE,8273,2.08E-06
KS,KS-HD-78,R,R,Likely,Ron Ryckman,Kathy Meyer,FALSE,8016,8.45E-06
KS,KS-HD-79,R,R,Lean,Cheryl Helmer,TBA,FALSE,8755,1.66E-05
KS,KS-HD-81,R,R,Safe,Blake Carpenter,Matthew Joyce,FALSE,7645,2.25E-06
KS,KS-HD-82,FALSE,R,Safe,TBA,Edward Hackerott,FALSE,8684,1.98E-06
KS,KS-HD-83,D,D,Safe,Crystal Dozier,Henry Helgerson,FALSE,7478,3.91E-06
KS,KS-HD-84,D,D,Safe,Janet Sue Rine,Gail Finney,FALSE,7254,4.03E-06
KS,KS-HD-85,FALSE,R,Lean,TBA,Marcey Gregory,FALSE,10182,1.43E-05
KS,KS-HD-86,FALSE,D,Safe,Cyndi Howerton,Stephanie Byers,FALSE,7691,3.81E-06
KS,KS-HD-87,FALSE,R,Tilt,Susan Oliver Estes,Matt Fox,FALSE,9057,2.63E-05
KS,KS-HD-88,D,D,Safe,Wade Moore,Elizabeth Bishop,FALSE,8306,3.52E-06
KS,KS-HD-89,D,D,Safe,TBA,KC Ohaebosim,FALSE,8026,3.65E-06
KS,KS-HD-92,D,D,Safe,Patrick McCormack,John Carmichael,FALSE,8138,3.60E-06
KS,KS-HD-94,R,R,Safe,Leo Delperdang,Derek Milligan,FALSE,8537,2.02E-06
KS,KS-HD-95,D,D,Safe,Christopher Parisho,Tom Sawyer,FALSE,8460,3.46E-06
KS,KS-HD-96,D,D,Lean,Tom Kessler,Stephanie Yeager,FALSE,7226,3.02E-05
KS,KS-HD-98,R,FALSE,Toss-Up,Ron Howard,TBA,FALSE,7942,3.95E-05
KS,KS-HD-99,R,R,Safe,Susan Humphries,Phil Hodson,FALSE,8737,1.97E-06
KS,KS-HD-100,R,R,Safe,Daniel Hawkins,Chad Smith,FALSE,8786,1.96E-06
KS,KS-HD-101,R,R,Safe,Joe Seiwert,Elliott Adams,FALSE,8143,2.11E-06
KS,KS-HD-102,D,D,Tilt,John Whitesel,Jason Probst,FALSE,8334,3.63E-05
KS,KS-HD-103,D,D,Safe,Susanne Haynes,Ponka-We Victors,FALSE,6033,4.85E-06
KS,KS-HD-104,R,R,Safe,Paul Waggoner,Garth Strand,FALSE,8745,1.97E-06
KS,KS-HD-105,R,R,Safe,Brenda Landwehr,Michelle Snyder,FALSE,9245,1.86E-06
KS,KS-HD-106,FALSE,R,Safe,TBA,James Swim,FALSE,8316,2.07E-06
KS,KS-HD-111,R,R,Lean,Barb Wasinger,Eber Phelps,FALSE,9712,1.50E-05
KS,KS-HD-114,FALSE,R,Safe,TBA,Jeff Stroberg,FALSE,8714,1.97E-06
KS,KS-HD-116,FALSE,R,Safe,Kyle D. Hoffman,Rick Roitman,FALSE,7988,2.15E-06
KS,KS-HD-119,R,R,Lean,Bradley Ralph,Jan Scoggins,FALSE,5779,2.52E-05
KS,KS-HD-121,R,R,Safe,John Resman,James Rexford,FALSE,9590,1.79E-06
KS,KS-SD-1,R,R,Safe,Dennis Pyle,Kirk Miller,FALSE,26819,4.47E-07
KS,KS-SD-3,D,D,Lean,Willie Dove,Tom Holland,FALSE,28596,3.07E-06
KS,KS-SD-4,D,D,Safe,Sam Stillwell,David Haley,FALSE,21938,4.79E-07
KS,KS-SD-5,R,FALSE,Toss-Up,Kevin Braun,Jeffrey Pittman,FALSE,28053,5.92E-06
KS,KS-SD-6,D,D,Safe,Dianna Whittington,Pat Pettey,FALSE,21154,4.96E-07
KS,KS-SD-7,FALSE,D,Likely,Laura McConwell,Ethan Corson,FALSE,28426,1.49E-06
KS,KS-SD-8,FALSE,D,Lean,James Todd,Cindy Holscher,FALSE,27476,3.20E-06
KS,KS-SD-9,R,R,Likely,Julia Lynn,Stacey Knoell,FALSE,27225,1.70E-06
KS,KS-SD-10,FALSE,FALSE,Toss-Up,TBA,Lindsey Constance,FALSE,27197,6.11E-06
KS,KS-SD-11,FALSE,R,Safe,TBA,Joy Koesten,FALSE,26974,4.45E-07
KS,KS-SD-12,R,R,Safe,Caryn Tyson,Mike Bruner,FALSE,26230,4.57E-07
KS,KS-SD-13,R,R,Safe,Richard Hilderbrand,Nancy Ingle,FALSE,27291,4.40E-07
KS,KS-SD-16,R,R,Safe,Ty Masterson,Timothy Don Fry II,FALSE,27639,4.34E-07
KS,KS-SD-17,R,R,Safe,Jeff Longbine,Stephen Vecchione,FALSE,25709,4.67E-07
KS,KS-SD-18,FALSE,FALSE,Toss-Up,Kristen O'Shea,TBA,FALSE,26666,6.23E-06
KS,KS-SD-19,D,D,Likely,Rick Kloos,Anthony Hensley,FALSE,25414,1.66E-06
KS,KS-SD-20,FALSE,R,Likely,TBA,Rachel Willis,FALSE,27941,1.65E-06
KS,KS-SD-21,D,D,Lean,Tom Bickimer,Dinah Sykes,FALSE,28317,3.10E-06
KS,KS-SD-22,D,D,Lean,TBA,Tom Hawk,FALSE,33860,2.59E-06
KS,KS-SD-23,FALSE,R,Likely,TBA,Wendy Budetti,FALSE,24307,1.90E-06
KS,KS-SD-25,D,D,Likely,Vail Fruechting,Mary Ware,FALSE,25531,1.66E-06
KS,KS-SD-27,R,R,Safe,Gene Suellentrop,Mike McCorkle,FALSE,27728,4.33E-07
KS,KS-SD-28,R,FALSE,Toss-Up,Mike Petersen,Jim Ward,FALSE,23845,6.96E-06
KS,KS-SD-29,D,D,Safe,Myron Ackerman,Oletha Faust-Goudeau,FALSE,22238,4.72E-07
KS,KS-SD-30,FALSE,R,Likely,Renee Erickson,TBA,FALSE,26963,1.71E-06
KS,KS-SD-34,FALSE,R,Safe,TBA,Shanna Henry,FALSE,26349,4.55E-07
KS,KS-SD-37,R,R,Safe,Molly Baumgardner,Becca Peck,FALSE,27872,4.30E-07
KS,KS-SD-38,R,R,Safe,Bud Estes,Edgar Pando,FALSE,18914,6.34E-07
KS,KS-SD-40,R,R,Safe,Rick Billinger,Larry Dreiling,FALSE,28175,4.26E-07
MN,MN-HD-01A,FALSE,R,Safe,TBA,Connie Lindstrom,FALSE,19137,-4.35E-08
MN,MN-HD-01B,R,R,Safe,Debra Kiel,Cindy Ansbacher,FALSE,18919,-4.40E-08
MN,MN-HD-02A,R,R,Safe,Matthew J. Grossell,Jeremiah Liend,FALSE,18801,-4.42E-08
MN,MN-HD-02B,R,R,Safe,Steve Green,David Suby,FALSE,19054,-4.37E-08
MN,MN-HD-03A,D,D,Safe,Thomas Manninen,Rob Ecklund,FALSE,20576,-1.42E-07
MN,MN-HD-03B,D,D,Safe,Andrew J. Hjelle,Mary Murphy,FALSE,20438,-1.43E-07
MN,MN-HD-04A,FALSE,D,Safe,Edwin Hahn,TBA,FALSE,20598,-1.42E-07
MN,MN-HD-04B,D,D,Safe,Brian Anderson,Paul Marquart,FALSE,19570,-1.49E-07
MN,MN-HD-05A,D,FALSE,Toss-Up,Matt Bliss,John Persell,FALSE,20300,-9.55E-07
MN,MN-HD-05B,FALSE,R,Lean,Spencer Igo,Joe Abeyta,FALSE,20191,-3.66E-07
MN,MN-HD-06A,D,D,Safe,Robert Farnsworth,Julie Sandstede,FALSE,19230,-1.52E-07
MN,MN-HD-06B,D,D,Safe,Julie Buria,David Lislegard,FALSE,20608,-1.42E-07
MN,MN-HD-07A,D,D,Safe,Tom Sullivan,Jennifer Schultz,FALSE,20573,-1.42E-07
MN,MN-HD-07B,D,D,Safe,Art Johnston,Liz Olson,FALSE,19656,-1.49E-07
MN,MN-HD-08A,FALSE,R,Safe,Jordan Rasmusson,Brittney Johnson,FALSE,20089,-4.14E-08
MN,MN-HD-08B,R,R,Safe,Mary Franson,Carol Wenner,FALSE,19996,-4.16E-08
MN,MN-HD-09A,R,R,Safe,John M. Poston,Alex Herring,FALSE,19009,-4.38E-08
MN,MN-HD-09B,R,R,Safe,Ron Kresha,Laura Wright,FALSE,18746,-4.44E-08
MN,MN-HD-10A,R,R,Safe,Josh Heintzeman,Dale Menk,FALSE,19499,-4.27E-08
MN,MN-HD-10B,R,R,Safe,Dale K. Lueck,Gaylene Spolarich,FALSE,20666,-4.03E-08
