,id,subgroup,sampleSize,population,grade,url,created_at,startDate,endDate,pollster,pollsterRatingLink,partisan_pollster,answers,type,seat_name,tracking,headToHead,sponsors,internal,inAvg,politician,cycle,partisan,state,district,dminusr,dem_cand,rep_cand
21906,156550,All polls,500.0,lv,B+,https://www.goerie.com/story/news/politics/state/2022/06/15/suffolk-university-usa-today-poll-pennsylvania-senate-governor-oz-fetterman/65360594007/,2022-06-15,2022-06-10,2022-06-13,Suffolk University,https://projects.fivethirtyeight.com/pollster-ratings/suffolk-university/,,"[{'choice': 'Fetterman', 'pct': '46.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '37.4', 'party': 'Rep', 'incumbent': False}, {'choice': 'Weiss', 'pct': '0.6', 'party': 'Gre', 'incumbent': False}, {'choice': 'Gerhardt', 'pct': '1.2', 'party': 'Lib', 'incumbent': False}, {'choice': 'Johnson', 'pct': '0.2', 'party': 'Con', 'incumbent': False}, {'choice': 'Magee', 'pct': '0.6', 'party': 'Ind', 'incumbent': False}, {'choice': 'Stern', 'pct': '0.6', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'USA Today', 'partisan': None, 'internal': False, 'url': 'https://www.usatoday.com/'}]",False,False,,2022.0,,Pennsylvania,,8.600000000000001,Fetterman,Oz
21931,156672,All polls,400.0,rv,B/C,https://live-gsg-new.pantheonsite.io/wp-content/uploads/2022/06/Q2-Mountaineer-Political-Report-F06.16.22.pdf,2022-06-16,2022-06-02,2022-06-08,Global Strategy Group,https://projects.fivethirtyeight.com/pollster-ratings/global-strategy-group/,,"[{'choice': 'Bennet', 'pct': '49.0', 'party': 'Dem', 'incumbent': True}, {'choice': ""O'Dea"", 'pct': '36.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'ProgressNow Colorado', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://progressnowcolorado.org/'}]",False,False,,2022.0,DEM,Colorado,,13.0,Bennet,O'Dea
21950,156767,All polls,300.0,lv,B/C,https://www.breitbart.com/politics/2022/06/18/poll-mike-lee-smashes-never-trumper-evan-mcmullin-by-double-digits/,2022-06-20,2022-06-14,2022-06-16,WPA Intelligence,https://projects.fivethirtyeight.com/pollster-ratings/wpa-intelligence-wpai/,,"[{'choice': 'Lee', 'pct': '52.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '33.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Mike Lee', 'partisan': 'Republican Party', 'candidate': True}]",True,True,,2022.0,REP,Utah,,-19.0,McMullin,Lee
21999,156941,All polls,803.0,rv,A/B,https://law.marquette.edu/poll/2022/06/22/detailed-results-of-the-marquette-law-school-poll-june-14-20-2022/,2022-06-22,2022-06-14,2022-06-20,Marquette University Law School,https://projects.fivethirtyeight.com/pollster-ratings/marquette-university-law-school/,,"[{'choice': 'Barnes', 'pct': '46.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Johnson', 'pct': '44.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,False,,2022.0,,Wisconsin,,2.0,Barnes,Johnson
22015,156984,All polls,500.0,lv,,https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2022/aarp-pennsylvania-2022-elections-voter-survey.doi.10.26419-2Fres.00550.003.pdf,2022-06-22,2022-06-12,2022-06-19,"Fabrizio, Lee & Associates/Impact Research",,,"[{'choice': 'Fetterman', 'pct': '50.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '44.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'AARP', 'partisan': None, 'internal': False, 'url': 'https://www.aarp.org/'}]",False,False,,2022.0,,Pennsylvania,,6.0,Fetterman,Oz
22019,156998,All polls,803.0,rv,B,https://www.deseret.com/utah/2022/6/22/23177697/how-evan-mcmullin-stack-up-against-mike-lee-utah-senate-race-becky-edwards-ally-isom-cyrstal-ball,2022-06-23,2022-05-24,2022-06-15,Dan Jones & Associates,https://projects.fivethirtyeight.com/pollster-ratings/dan-jones-associates/,,"[{'choice': 'Lee', 'pct': '41.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '35.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Deseret News', 'partisan': None, 'internal': False, 'url': 'https://www.deseret.com/'}, {'sponsor': 'University of Utah Hinckley Institute of Politics', 'partisan': None, 'internal': False, 'url': 'https://www.hinckley.utah.edu/'}]",False,True,,2022.0,,Utah,,-6.0,McMullin,Lee
22023,157019,All polls,600.0,lv,B+,https://www.johnlocke.org/polls/three-fourths-of-north-carolinians-say-were-in-a-recession/,2022-06-23,2022-06-17,2022-06-19,Cygnal,https://projects.fivethirtyeight.com/pollster-ratings/cygnal/,,"[{'choice': 'Beasley', 'pct': '40.3', 'party': 'Dem', 'incumbent': False}, {'choice': 'Budd', 'pct': '45.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Hoh', 'pct': '0.9', 'party': 'Gre', 'incumbent': False}, {'choice': 'Bray', 'pct': '2.9', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'The John Locke Foundation', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://www.johnlocke.org/'}]",False,True,,2022.0,REP,North Carolina,,-4.700000000000003,Beasley,Budd
22024,157020,All polls,535.0,lv,B+,https://www.cygn.al/poll-shapiro-only-ahead-by-3-fetterman-by-4/,2022-06-23,2022-06-17,2022-06-19,Cygnal,https://projects.fivethirtyeight.com/pollster-ratings/cygnal/,,"[{'choice': 'Fetterman', 'pct': '48.2', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '43.8', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Pennsylvania,,4.400000000000006,Fetterman,Oz
22101,157562,All polls,1497.0,rv,A-,https://poll.qu.edu/poll-release?releaseid=3851,2022-06-29,2022-06-23,2022-06-27,Quinnipiac University,https://projects.fivethirtyeight.com/pollster-ratings/quinnipiac-university/,,"[{'choice': 'Warnock', 'pct': '54.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '44.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Georgia,,10.0,Warnock,Walker
22104,157572,All polls,800.0,lv,B/C,https://twitter.com/bluestein/status/1542264981302943746,2022-06-29,2022-06-11,2022-06-16,Moore Information,https://projects.fivethirtyeight.com/pollster-ratings/moore-information/,,"[{'choice': 'Warnock', 'pct': '47.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '47.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Herschel Junior Walker', 'partisan': 'Republican Party', 'candidate': True}]",True,True,,2022.0,REP,Georgia,,0.0,Warnock,Walker
22112,157603,All polls,705.0,rv,B-,https://futuremajority.org/wp-content/uploads/FM-Memo-June-30-2022-Swing-States-Poll-Toplines.pdf,2022-06-30,2022-06-24,2022-06-27,Change Research,https://projects.fivethirtyeight.com/pollster-ratings/change-research/,,"[{'choice': 'Kelly', 'pct': '48.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Masters', 'pct': '39.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Future Majority', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://futuremajority.org/'}]",False,True,,2022.0,DEM,Arizona,,9.0,Kelly,Masters
22114,157605,All polls,704.0,rv,B-,https://futuremajority.org/wp-content/uploads/FM-Memo-June-30-2022-Swing-States-Poll-Toplines.pdf,2022-06-30,2022-06-24,2022-06-27,Change Research,https://projects.fivethirtyeight.com/pollster-ratings/change-research/,,"[{'choice': 'Warnock', 'pct': '48.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '44.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Future Majority', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://futuremajority.org/'}]",False,True,,2022.0,DEM,Georgia,,4.0,Warnock,Walker
22115,157606,All polls,701.0,rv,B-,https://futuremajority.org/wp-content/uploads/FM-Memo-June-30-2022-Swing-States-Poll-Toplines.pdf,2022-06-30,2022-06-24,2022-06-27,Change Research,https://projects.fivethirtyeight.com/pollster-ratings/change-research/,,"[{'choice': 'Cortez Masto', 'pct': '46.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Laxalt', 'pct': '43.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Future Majority', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://futuremajority.org/'}]",False,True,,2022.0,DEM,Nevada,,3.0,Cortez Masto,Laxalt
22116,157607,All polls,704.0,rv,B-,https://futuremajority.org/wp-content/uploads/FM-Memo-June-30-2022-Swing-States-Poll-Toplines.pdf,2022-06-30,2022-06-24,2022-06-27,Change Research,https://projects.fivethirtyeight.com/pollster-ratings/change-research/,,"[{'choice': 'Hassan', 'pct': '49.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Bolduc', 'pct': '40.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Future Majority', 'partisan': 'Democratic Party', 'internal': False, 'url': 'https://futuremajority.org/'}]",False,False,,2022.0,DEM,New Hampshire,,9.0,Hassan,Bolduc
22123,157624,All polls,1068.0,lv,A-,https://www.thetrafalgargroup.org/wp-content/uploads/2022/07/TRF-NC-Sen-July-Poll-Report-0703.pdf,2022-07-05,2022-06-29,2022-07-01,Trafalgar Group,https://projects.fivethirtyeight.com/pollster-ratings/trafalgar-group/,Republican Party,"[{'choice': 'Beasley', 'pct': '45.1', 'party': 'Dem', 'incumbent': False}, {'choice': 'Budd', 'pct': '47.6', 'party': 'Rep', 'incumbent': False}, {'choice': 'Bray', 'pct': '2.0', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,REP,North Carolina,,-2.5,Beasley,Budd
22163,157733,All polls,1199.0,a,,https://www.newsweek.com/tim-ryan-crushing-j-d-vance-ohio-senate-race-poll-1722482,2022-07-07,2022-07-01,2022-07-03,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '41.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '36.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Ohio,,5.0,Ryan,Vance
22164,157734,All polls,989.0,rv,,https://www.newsweek.com/tim-ryan-crushing-j-d-vance-ohio-senate-race-poll-1722482,2022-07-07,2022-07-01,2022-07-03,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '44.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '37.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Ohio,,7.0,Ryan,Vance
22165,157735,All polls,528.0,lv,,https://www.newsweek.com/tim-ryan-crushing-j-d-vance-ohio-senate-race-poll-1722482,2022-07-07,2022-07-01,2022-07-03,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '46.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '43.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Ohio,,3.0,Ryan,Vance
22180,157763,All polls,1131.0,lv,B,https://www.thedailybeast.com/raphael-warnock-and-herschel-walker-are-neck-and-neck-in-new-georgia-poll?ref=author,2022-07-08,2022-07-01,2022-07-06,Data for Progress,https://projects.fivethirtyeight.com/pollster-ratings/data-for-progress/,,"[{'choice': 'Warnock', 'pct': '47.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '49.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Georgia,,-2.0,Warnock,Walker
22183,157767,All polls,816.0,lv,B/C,https://www.vindy.com/news/local-news/2022/07/ryan-vance-in-dead-heat-for-senate-seat-poll-shows/,2022-07-08,2022-06-27,2022-06-30,Impact Research,https://projects.fivethirtyeight.com/pollster-ratings/alg-research/,,"[{'choice': 'Ryan', 'pct': '48.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '46.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Tim Ryan', 'partisan': 'Democratic Party', 'candidate': True}]",True,True,,2022.0,DEM,Ohio,,2.0,Ryan,Vance
22219,157882,All polls,908.0,a,,https://projects.fivethirtyeight.com/polls/20220815_FL_Momentive.pdf,2022-07-13,2022-07-09,2022-07-09,Center Street PAC,,,"[{'choice': 'Demings', 'pct': '38.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '48.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,False,,2022.0,,Florida,,-10.0,Demings,Rubio
22220,157883,All polls,734.0,rv,,https://projects.fivethirtyeight.com/polls/20220815_FL_Momentive.pdf,2022-07-13,2022-07-09,2022-07-09,Center Street PAC,,,"[{'choice': 'Demings', 'pct': '39.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '47.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,False,,2022.0,,Florida,,-8.0,Demings,Rubio
22221,157884,All polls,445.0,lv,,https://projects.fivethirtyeight.com/polls/20220815_FL_Momentive.pdf,2022-07-13,2022-07-09,2022-07-09,Center Street PAC,,,"[{'choice': 'Demings', 'pct': '42.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '51.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,True,,2022.0,,Florida,,-9.0,Demings,Rubio
22249,157931,All polls,2000.0,rv,A-,https://emersoncollegepolling.com/nevada-2022-senator-cortez-masto-and-governor-sisolak-lead-competitive-general-election-matchups-33-of-voters-approve-of-biden%ef%bf%bc/,2022-07-13,2022-07-07,2022-07-10,Emerson College,https://projects.fivethirtyeight.com/pollster-ratings/emerson-college/,,"[{'choice': 'Cortez Masto', 'pct': '44.1', 'party': 'Dem', 'incumbent': True}, {'choice': 'Laxalt', 'pct': '40.8', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'KLAS-TV (Las Vegas)', 'partisan': None, 'internal': False, 'url': 'https://www.8newsnow.com/'}, {'sponsor': 'The Hill', 'partisan': None, 'internal': False, 'url': 'https://thehill.com/'}]",False,True,,2022.0,,Nevada,,3.3000000000000043,Cortez Masto,Laxalt
22253,157948,All polls,1102.0,a,,https://projects.fivethirtyeight.com/polls/20220815_FL_Momentive.pdf,2022-07-14,2022-03-04,2022-03-04,Center Street PAC,,,"[{'choice': 'Demings', 'pct': '26.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '48.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,False,,2022.0,,Florida,,-22.0,Demings,Rubio
22254,157949,All polls,898.0,rv,,https://projects.fivethirtyeight.com/polls/20220815_FL_Momentive.pdf,2022-07-14,2022-03-04,2022-03-04,Center Street PAC,,,"[{'choice': 'Demings', 'pct': '27.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '47.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,False,,2022.0,,Florida,,-20.0,Demings,Rubio
22255,157950,All polls,472.0,lv,,https://projects.fivethirtyeight.com/polls/20220815_FL_Momentive.pdf,2022-07-14,2022-03-04,2022-03-04,Center Street PAC,,,"[{'choice': 'Demings', 'pct': '34.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Rubio', 'pct': '51.0', 'party': 'Rep', 'incumbent': True}]",senate,Class III,False,False,[],False,True,,2022.0,,Florida,,-17.0,Demings,Rubio
22256,157951,All polls,1174.0,a,,https://twitter.com/Politics_Polls/status/1544814878237638657,2022-07-14,2022-05-11,2022-05-13,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '37.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '37.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Ohio,,0.0,Ryan,Vance
22257,157952,All polls,938.0,rv,,https://twitter.com/Politics_Polls/status/1544814878237638657,2022-07-14,2022-05-11,2022-05-13,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '39.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '40.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Ohio,,-1.0,Ryan,Vance
22258,157953,All polls,495.0,lv,,https://twitter.com/Politics_Polls/status/1544814878237638657,2022-07-14,2022-05-11,2022-05-13,Center Street PAC,,,"[{'choice': 'Ryan', 'pct': '43.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Vance', 'pct': '48.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Ohio,,-5.0,Ryan,Vance
22260,157961,All polls,500.0,lv,,https://s3.documentcloud.org/documents/22087157/aarp-2022-state-survey.pdf,2022-07-14,2022-07-05,2022-07-11,"Fabrizio, Lee & Associates/Impact Research",,,"[{'choice': 'Warnock', 'pct': '50.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '47.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'AARP', 'partisan': None, 'internal': False, 'url': 'https://www.aarp.org/'}]",False,True,,2022.0,,Georgia,,3.0,Warnock,Walker
22262,157964,All polls,683.0,a,,https://centerstreetpac.com/senate-poll-lee-leads-mcmullin-50-to-36-in-utah-but-poll-shows-pathway-to-mcmullin-victory/,2022-07-14,2022-03-05,2022-03-05,Center Street PAC,,,"[{'choice': 'Lee', 'pct': '31.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '26.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Utah,,-5.0,McMullin,Lee
22263,157965,All polls,527.0,rv,,https://centerstreetpac.com/senate-poll-lee-leads-mcmullin-50-to-36-in-utah-but-poll-shows-pathway-to-mcmullin-victory/,2022-07-14,2022-03-05,2022-03-05,Center Street PAC,,,"[{'choice': 'Lee', 'pct': '33.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '27.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Utah,,-6.0,McMullin,Lee
22264,157966,All polls,226.0,lv,,https://centerstreetpac.com/senate-poll-lee-leads-mcmullin-50-to-36-in-utah-but-poll-shows-pathway-to-mcmullin-victory/,2022-07-14,2022-03-05,2022-03-05,Center Street PAC,,,"[{'choice': 'Lee', 'pct': '38.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '30.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Utah,,-8.0,McMullin,Lee
22265,157967,All polls,561.0,a,,https://centerstreetpac.com/senate-poll-lee-leads-mcmullin-50-to-36-in-utah-but-poll-shows-pathway-to-mcmullin-victory/,2022-07-14,2022-07-12,2022-07-12,Center Street PAC,,,"[{'choice': 'Lee', 'pct': '43.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '32.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Utah,,-11.0,McMullin,Lee
22266,157968,All polls,434.0,rv,,https://centerstreetpac.com/senate-poll-lee-leads-mcmullin-50-to-36-in-utah-but-poll-shows-pathway-to-mcmullin-victory/,2022-07-14,2022-07-12,2022-07-12,Center Street PAC,,,"[{'choice': 'Lee', 'pct': '44.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '34.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,Utah,,-10.0,McMullin,Lee
22267,157969,All polls,213.0,lv,,https://centerstreetpac.com/senate-poll-lee-leads-mcmullin-50-to-36-in-utah-but-poll-shows-pathway-to-mcmullin-victory/,2022-07-14,2022-07-12,2022-07-12,Center Street PAC,,,"[{'choice': 'Lee', 'pct': '50.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '36.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Utah,,-14.0,McMullin,Lee
22326,158188,All polls,801.0,rv,B,https://www.deseret.com/utah/2022/7/20/23271505/utah-us-senate-race-mike-lee-evan-mcmullin-new-poll-latest-polling-how-close-who-will-win,2022-07-20,2022-07-13,2022-07-18,Dan Jones & Associates,https://projects.fivethirtyeight.com/pollster-ratings/dan-jones-associates/,,"[{'choice': 'Lee', 'pct': '41.0', 'party': 'Rep', 'incumbent': True}, {'choice': 'McMullin', 'pct': '36.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Deseret News', 'partisan': None, 'internal': False, 'url': 'https://www.deseret.com/'}, {'sponsor': 'University of Utah Hinckley Institute of Politics', 'partisan': None, 'internal': False, 'url': 'https://www.hinckley.utah.edu/'}]",False,True,,2022.0,,Utah,,-5.0,McMullin,Lee
22358,158242,All polls,903.0,lv,B,https://big.assets.huffingtonpost.com/athena/files/2022/07/21/62d8b888e4b03dbb9914650a.pdf,2022-07-21,2022-06-22,2022-07-08,Data for Progress,https://projects.fivethirtyeight.com/pollster-ratings/data-for-progress/,,"[{'choice': 'Hassan', 'pct': '49.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Bolduc', 'pct': '45.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,False,,2022.0,,New Hampshire,,4.0,Hassan,Bolduc
22395,158725,All polls,712.0,lv,,https://blueprintpolling.com/2022/07/26/democratic-nominees-for-pa-governor-and-senate-enjoy-early-lead-while-biden-fades/,2022-07-26,2022-07-19,2022-07-21,Blueprint Polling,,,"[{'choice': 'Fetterman', 'pct': '48.9', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '39.6', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,[],False,True,,2022.0,,Pennsylvania,,9.299999999999997,Fetterman,Oz
22415,158763,All polls,902.0,lv,B/C,https://www.ajc.com/politics/ajc-poll-kemp-warnock-hold-slim-leads-in-georgias-top-races/JDJ5PK2PYVFSHNOMNUFGGYUGYI/,2022-07-27,2022-07-14,2022-07-22,University of Georgia School of Public and International Affairs,https://projects.fivethirtyeight.com/pollster-ratings/university-of-georgia-school-of-public-and-international-affairs/,,"[{'choice': 'Warnock', 'pct': '46.1', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '42.5', 'party': 'Rep', 'incumbent': False}, {'choice': 'Oliver', 'pct': '3.1', 'party': 'Lib', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'The Atlanta Journal-Constitution', 'partisan': None, 'internal': False, 'url': 'https://www.ajc.com/'}]",False,True,,2022.0,,Georgia,,3.6000000000000014,Warnock,Walker
22429,158829,All polls,604.0,lv,A,https://www.surveyusa.com/client/PollReport.aspx?g=74cea6ef-e41d-4401-a1ac-982f5d687026,2022-07-27,2022-07-21,2022-07-24,SurveyUSA,https://projects.fivethirtyeight.com/pollster-ratings/surveyusa/,,"[{'choice': 'Warnock', 'pct': '48.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '39.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'WXIA-TV (Atlanta)', 'partisan': None, 'internal': False, 'url': 'https://www.11alive.com/'}]",False,True,,2022.0,,Georgia,,9.0,Warnock,Walker
22450,158896,All polls,901.0,rv,A,https://www.foxnews.com/official-polls/fox-news-poll-georgias-senate-governor-races-tight,2022-07-28,2022-07-22,2022-07-26,Beacon Research/Shaw & Company Research,https://projects.fivethirtyeight.com/pollster-ratings/fox-news-beacon-research-shaw-co-research/,,"[{'choice': 'Warnock', 'pct': '46.0', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '42.0', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Fox News', 'partisan': None, 'internal': False, 'url': 'https://www.foxnews.com/'}]",False,True,,2022.0,,Georgia,,4.0,Warnock,Walker
22451,158897,All polls,901.0,rv,A,https://www.foxnews.com/official-polls/fox-news-poll-oz-supporters-lack-enthusiasm-pennsylvania-senate-race,2022-07-28,2022-07-22,2022-07-26,Beacon Research/Shaw & Company Research,https://projects.fivethirtyeight.com/pollster-ratings/fox-news-beacon-research-shaw-co-research/,,"[{'choice': 'Fetterman', 'pct': '47.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '36.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Stern', 'pct': '3.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Fox News', 'partisan': None, 'internal': False, 'url': 'https://www.foxnews.com/'}]",False,True,,2022.0,,Pennsylvania,,11.0,Fetterman,Oz
22455,158903,All polls,787.0,lv,A,https://www.surveyusa.com/client/PollReport.aspx?g=afef8d37-a8b3-4597-99d3-ffa2ea0f4665,2022-07-28,2022-07-24,2022-07-27,SurveyUSA,https://projects.fivethirtyeight.com/pollster-ratings/surveyusa/,,"[{'choice': 'Busch Valentine', 'pct': '30.0', 'party': 'Dem', 'incumbent': False}, {'choice': 'Schmitt', 'pct': '36.0', 'party': 'Rep', 'incumbent': False}, {'choice': 'Wood', 'pct': '9.0', 'party': 'Ind', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'Gray Television', 'partisan': None, 'internal': False, 'url': 'https://gray.tv/'}, {'sponsor': 'KOAM-TV (Pittsburg, Kan.)', 'partisan': None, 'internal': False, 'url': 'https://www.koamnewsnow.com/'}, {'sponsor': 'KRCG (Jefferson City, Mo.)', 'partisan': None, 'internal': False, 'url': 'https://krcgtv.com/'}]",False,False,,2022.0,,Missouri,,-6.0,Busch Valentine,Schmitt
22460,158908,All polls,300.0,lv,,https://www.boltonsuperpac.com/poll_072822-1.php,2022-07-28,2022-07-22,2022-07-24,PEM Management Corporation,,,"[{'choice': 'Fetterman', 'pct': '43.7', 'party': 'Dem', 'incumbent': False}, {'choice': 'Oz', 'pct': '37.7', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'John Bolton Super PAC', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://www.boltonsuperpac.com/presser.php'}]",False,True,,2022.0,REP,Pennsylvania,,6.0,Fetterman,Oz
22461,158909,All polls,300.0,lv,,https://www.boltonsuperpac.com/poll_072822-1.php,2022-07-28,2022-07-22,2022-07-24,PEM Management Corporation,,,"[{'choice': 'Warnock', 'pct': '41.7', 'party': 'Dem', 'incumbent': True}, {'choice': 'Walker', 'pct': '46.3', 'party': 'Rep', 'incumbent': False}]",senate,Class III,False,False,"[{'sponsor': 'John Bolton Super PAC', 'partisan': 'Republican Party', 'internal': False, 'url': 'https://www.boltonsuperpac.com/presser.php'}]",False,True,,2022.0,REP,Georgia,,-4.599999999999994,Warnock,Walker
