num_polls,julian_date,date_most_recent_poll,median_margin,median_std_dev,state_num
4,259,259,-1.85,0.59,11
0,259,001,29.50,-999.00,12
0,259,001,-30.80,-999.00,13
1,259,242,15.60,0.00,14
2,259,257,-13.60,5.34,15
1,259,255,-4.00,0.00,16
0,259,001,-14.70,-999.00,17
0,259,001,-25.90,-999.00,18
0,259,001,-18.60,-999.00,19
3,259,259,9.00,1.48,20
3,259,257,28.10,5.78,21
0,259,001,33.50,-999.00,22
3,259,256,0.00,0.89,23
3,259,253,6.64,0.53,24
0,259,001,-16.50,-999.00,25
3,259,257,-11.00,1.19,26
3,259,242,-15.00,1.63,27
3,259,242,-17.00,0.00,28
3,259,257,-0.87,0.19,29
3,259,256,7.00,0.00,30
0,259,001,15.90,-999.00,31
3,259,257,7.00,2.97,32
2,259,234,15.30,1.93,33
5,259,257,-1.60,2.08,34
0,259,001,-33.40,-999.00,35
3,259,252,-9.00,0.89,36
1,259,244,-16.10,0.00,37
1,259,208,5.00,0.00,38
4,259,259,1.50,2.22,39
1,259,252,26.00,0.00,40
0,259,001,-11.70,-999.00,41
0,259,001,-26.20,-999.00,42
1,259,242,-26.20,0.00,43
3,259,253,-8.32,2.49,44
1,259,222,-26.00,0.00,45
1,259,232,40.00,0.00,46
3,259,253,8.00,2.56,47
2,259,250,17.50,5.19,48
1,259,240,-27.00,0.00,49
3,259,258,3.00,0.00,50
0,259,001,-43.40,-999.00,51
0,258,001,-25.50,-999.00,1
2,258,256,-7.45,3.63,2
4,258,256,-1.30,0.86,3
1,258,250,-15.00,0.00,4
3,258,253,22.80,1.19,5
2,258,258,12.86,2.76,6
0,258,001,20.10,-999.00,7
0,258,001,86.80,-999.00,8
0,258,001,19.00,-999.00,9
3,258,253,-3.50,2.12,10
4,258,254,-1.20,2.13,11
0,258,001,29.50,-999.00,12
0,258,001,-30.80,-999.00,13
1,258,242,15.60,0.00,14
2,258,257,-13.60,5.34,15
1,258,255,-4.00,0.00,16
0,258,001,-14.70,-999.00,17
0,258,001,-25.90,-999.00,18
0,258,001,-18.60,-999.00,19
3,258,232,8.00,0.00,20
3,258,257,28.10,5.78,21
0,258,001,33.50,-999.00,22
4,258,256,1.50,2.28,23
3,258,253,6.64,0.53,24
0,258,001,-16.50,-999.00,25
3,258,257,-11.00,1.19,26
3,258,242,-15.00,1.63,27
3,258,242,-17.00,0.00,28
3,258,257,-0.87,0.19,29
3,258,256,7.00,0.00,30
0,258,001,15.90,-999.00,31
3,258,257,7.00,2.97,32
2,258,234,15.30,1.93,33
7,258,257,0.40,2.97,34
0,258,001,-33.40,-999.00,35
3,258,252,-9.00,0.89,36
1,258,244,-16.10,0.00,37
1,258,208,5.00,0.00,38
3,258,258,3.00,0.00,39
1,258,252,26.00,0.00,40
0,258,001,-11.70,-999.00,41
0,258,001,-26.20,-999.00,42
1,258,242,-26.20,0.00,43
3,258,253,-8.32,2.49,44
1,258,222,-26.00,0.00,45
1,258,232,40.00,0.00,46
3,258,253,8.00,2.56,47
2,258,250,17.50,5.19,48
1,258,240,-27.00,0.00,49
4,258,258,3.00,0.21,50
0,258,001,-43.40,-999.00,51
0,257,001,-25.50,-999.00,1
2,257,256,-7.45,3.63,2
4,257,256,-1.30,0.86,3
1,257,250,-15.00,0.00,4
3,257,253,22.80,1.19,5
1,257,252,14.72,0.00,6
0,257,001,20.10,-999.00,7
0,257,001,86.80,-999.00,8
0,257,001,19.00,-999.00,9
3,257,253,-3.50,2.12,10
4,257,254,-1.20,2.13,11
0,257,001,29.50,-999.00,12
0,257,001,-30.80,-999.00,13
1,257,242,15.60,0.00,14
2,257,257,-13.60,5.34,15
1,257,255,-4.00,0.00,16
0,257,001,-14.70,-999.00,17
0,257,001,-25.90,-999.00,18
0,257,001,-18.60,-999.00,19
3,257,232,8.00,0.00,20
3,257,257,28.10,5.78,21
0,257,001,33.50,-999.00,22
4,257,256,1.50,2.28,23
3,257,253,6.64,0.53,24
0,257,001,-16.50,-999.00,25
3,257,257,-11.00,1.19,26
3,257,242,-15.00,1.63,27
3,257,242,-17.00,0.00,28
3,257,257,-0.87,0.19,29
3,257,256,7.00,0.00,30
0,257,001,15.90,-999.00,31
3,257,257,7.00,2.97,32
2,257,234,15.30,1.93,33
8,257,257,0.70,3.41,34
0,257,001,-33.40,-999.00,35
3,257,252,-9.00,0.89,36
1,257,244,-16.10,0.00,37
1,257,208,5.00,0.00,38
3,257,253,0.00,2.97,39
1,257,252,26.00,0.00,40
0,257,001,-11.70,-999.00,41
0,257,001,-26.20,-999.00,42
1,257,242,-26.20,0.00,43
3,257,253,-8.32,2.49,44
1,257,222,-26.00,0.00,45
1,257,232,40.00,0.00,46
3,257,253,8.00,2.56,47
2,257,250,17.50,5.19,48
1,257,240,-27.00,0.00,49
3,257,256,3.00,0.43,50
0,257,001,-43.40,-999.00,51
0,256,001,-25.50,-999.00,1
2,256,256,-7.45,3.63,2
4,256,256,-1.30,0.86,3
1,256,250,-15.00,0.00,4
3,256,253,22.80,1.19,5
1,256,252,14.72,0.00,6
0,256,001,20.10,-999.00,7
0,256,001,86.80,-999.00,8
0,256,001,19.00,-999.00,9
3,256,253,-3.50,2.12,10
5,256,254,-2.00,2.37,11
0,256,001,29.50,-999.00,12
0,256,001,-30.80,-999.00,13
1,256,242,15.60,0.00,14
1,256,246,-10.00,0.00,15
1,256,255,-4.00,0.00,16
0,256,001,-14.70,-999.00,17
0,256,001,-25.90,-999.00,18
0,256,001,-18.60,-999.00,19
3,256,232,8.00,0.00,20
3,256,252,28.10,2.82,21
0,256,001,33.50,-999.00,22
6,256,256,0.50,1.19,23
3,256,253,6.64,0.53,24
0,256,001,-16.50,-999.00,25
3,256,256,-13.00,2.97,26
3,256,242,-15.00,1.63,27
3,256,242,-17.00,0.00,28
3,256,253,-0.87,0.19,29
3,256,256,7.00,0.00,30
0,256,001,15.90,-999.00,31
3,256,253,7.00,0.30,32
2,256,234,15.30,1.93,33
7,256,256,0.40,2.97,34
0,256,001,-33.40,-999.00,35
3,256,252,-9.00,0.89,36
1,256,244,-16.10,0.00,37
1,256,208,5.00,0.00,38
4,256,253,0.00,1.48,39
1,256,252,26.00,0.00,40
0,256,001,-11.70,-999.00,41
0,256,001,-26.20,-999.00,42
1,256,242,-26.20,0.00,43
3,256,253,-8.32,2.49,44
1,256,222,-26.00,0.00,45
1,256,232,40.00,0.00,46
4,256,253,8.86,4.23,47
2,256,250,17.50,5.19,48
1,256,240,-27.00,0.00,49
5,256,256,2.40,0.89,50
0,256,001,-43.40,-999.00,51
0,255,001,-25.50,-999.00,1
1,255,245,-9.90,0.00,2
4,255,253,-0.60,0.82,3
1,255,250,-15.00,0.00,4
3,255,253,22.80,1.19,5
1,255,252,14.72,0.00,6
0,255,001,20.10,-999.00,7
0,255,001,86.80,-999.00,8
0,255,001,19.00,-999.00,9
3,255,253,-3.50,2.12,10
5,255,254,-2.00,2.37,11
0,255,001,29.50,-999.00,12
0,255,001,-30.80,-999.00,13
1,255,242,15.60,0.00,14
1,255,246,-10.00,0.00,15
1,255,255,-4.00,0.00,16
0,255,001,-14.70,-999.00,17
0,255,001,-25.90,-999.00,18
0,255,001,-18.60,-999.00,19
3,255,232,8.00,0.00,20
3,255,252,28.10,2.82,21
0,255,001,33.50,-999.00,22
5,255,255,1.00,1.48,23
3,255,253,6.64,0.53,24
0,255,001,-16.50,-999.00,25
2,255,235,-15.20,3.26,26
3,255,242,-15.00,1.63,27
3,255,242,-17.00,0.00,28
3,255,253,-0.87,0.19,29
3,255,232,7.00,0.00,30
0,255,001,15.90,-999.00,31
3,255,253,7.00,0.30,32
2,255,234,15.30,1.93,33
5,255,253,1.00,2.97,34
0,255,001,-33.40,-999.00,35
3,255,252,-9.00,0.89,36
1,255,244,-16.10,0.00,37
1,255,208,5.00,0.00,38
4,255,253,0.00,1.48,39
1,255,252,26.00,0.00,40
0,255,001,-11.70,-999.00,41
0,255,001,-26.20,-999.00,42
1,255,242,-26.20,0.00,43
3,255,253,-8.32,2.49,44
1,255,222,-26.00,0.00,45
1,255,232,40.00,0.00,46
4,255,253,8.86,4.23,47
2,255,250,17.50,5.19,48
1,255,240,-27.00,0.00,49
5,255,253,3.00,1.48,50
0,255,001,-43.40,-999.00,51
0,254,001,-25.50,-999.00,1
1,254,245,-9.90,0.00,2
4,254,253,-0.60,0.82,3
1,254,250,-15.00,0.00,4
3,254,253,22.80,1.19,5
1,254,252,14.72,0.00,6
0,254,001,20.10,-999.00,7
0,254,001,86.80,-999.00,8
0,254,001,19.00,-999.00,9
3,254,253,-3.50,2.12,10
5,254,254,-2.00,2.37,11
0,254,001,29.50,-999.00,12
0,254,001,-30.80,-999.00,13
1,254,242,15.60,0.00,14
1,254,246,-10.00,0.00,15
0,254,001,-8.20,-999.00,16
0,254,001,-14.70,-999.00,17
0,254,001,-25.90,-999.00,18
0,254,001,-18.60,-999.00,19
3,254,232,8.00,0.00,20
3,254,252,28.10,2.82,21
0,254,001,33.50,-999.00,22
4,254,253,2.00,1.53,23
3,254,253,6.64,0.53,24
0,254,001,-16.50,-999.00,25
2,254,235,-15.20,3.26,26
3,254,242,-15.00,1.63,27
3,254,242,-17.00,0.00,28
3,254,253,-0.87,0.19,29
3,254,232,7.00,0.00,30
0,254,001,15.90,-999.00,31
3,254,253,7.00,0.30,32
2,254,234,15.30,1.93,33
5,254,253,1.00,2.97,34
0,254,001,-33.40,-999.00,35
3,254,252,-9.00,0.89,36
1,254,244,-16.10,0.00,37
1,254,208,5.00,0.00,38
4,254,253,0.00,1.48,39
1,254,252,26.00,0.00,40
0,254,001,-11.70,-999.00,41
0,254,001,-26.20,-999.00,42
1,254,242,-26.20,0.00,43
3,254,253,-8.32,2.49,44
1,254,222,-26.00,0.00,45
1,254,232,40.00,0.00,46
4,254,253,8.86,4.23,47
2,254,250,17.50,5.19,48
1,254,240,-27.00,0.00,49
5,254,253,3.00,1.48,50
0,254,001,-43.40,-999.00,51
0,253,001,-25.50,-999.00,1
1,253,245,-9.90,0.00,2
5,253,253,-1.00,1.19,3
1,253,250,-15.00,0.00,4
3,253,253,22.80,1.19,5
1,253,252,14.72,0.00,6
0,253,001,20.10,-999.00,7
0,253,001,86.80,-999.00,8
0,253,001,19.00,-999.00,9
3,253,253,-3.50,2.12,10
5,253,253,-2.00,2.08,11
0,253,001,29.50,-999.00,12
0,253,001,-30.80,-999.00,13
1,253,242,15.60,0.00,14
1,253,246,-10.00,0.00,15
0,253,001,-8.20,-999.00,16
0,253,001,-14.70,-999.00,17
0,253,001,-25.90,-999.00,18
0,253,001,-18.60,-999.00,19
3,253,232,8.00,0.00,20
3,253,252,28.10,2.82,21
0,253,001,33.50,-999.00,22
5,253,253,1.00,1.48,23
3,253,253,6.64,0.53,24
0,253,001,-16.50,-999.00,25
2,253,235,-15.20,3.26,26
3,253,242,-15.00,1.63,27
3,253,242,-17.00,0.00,28
3,253,253,-0.87,0.19,29
3,253,232,7.00,0.00,30
0,253,001,15.90,-999.00,31
3,253,253,7.00,0.30,32
2,253,234,15.30,1.93,33
6,253,253,0.70,2.97,34
0,253,001,-33.40,-999.00,35
3,253,252,-9.00,0.89,36
1,253,244,-16.10,0.00,37
1,253,208,5.00,0.00,38
5,253,253,0.00,1.63,39
1,253,252,26.00,0.00,40
0,253,001,-11.70,-999.00,41
0,253,001,-26.20,-999.00,42
1,253,242,-26.20,0.00,43
3,253,253,-8.32,2.49,44
1,253,222,-26.00,0.00,45
1,253,232,40.00,0.00,46
4,253,253,8.86,4.23,47
2,253,250,17.50,5.19,48
1,253,240,-27.00,0.00,49
6,253,253,2.50,1.70,50
0,253,001,-43.40,-999.00,51
0,252,001,-25.50,-999.00,1
1,252,245,-9.90,0.00,2
3,252,252,-1.60,0.83,3
1,252,250,-15.00,0.00,4
3,252,249,22.80,1.19,5
1,252,252,14.72,0.00,6
0,252,001,20.10,-999.00,7
0,252,001,86.80,-999.00,8
0,252,001,19.00,-999.00,9
3,252,252,-3.50,2.12,10
4,252,252,-1.30,2.13,11
0,252,001,29.50,-999.00,12
0,252,001,-30.80,-999.00,13
1,252,242,15.60,0.00,14
1,252,246,-10.00,0.00,15
0,252,001,-8.20,-999.00,16
0,252,001,-14.70,-999.00,17
0,252,001,-25.90,-999.00,18
0,252,001,-18.60,-999.00,19
3,252,232,8.00,0.00,20
3,252,252,28.10,2.82,21
0,252,001,33.50,-999.00,22
4,252,252,0.90,0.74,23
3,252,252,5.00,1.19,24
0,252,001,-16.50,-999.00,25
2,252,235,-15.20,3.26,26
3,252,242,-15.00,1.63,27
3,252,242,-17.00,0.00,28
3,252,252,-0.87,0.79,29
3,252,232,7.00,0.00,30
0,252,001,15.90,-999.00,31
3,252,241,7.00,0.30,32
2,252,234,15.30,1.93,33
5,252,252,0.40,3.85,34
0,252,001,-33.40,-999.00,35
3,252,252,-9.00,0.89,36
1,252,244,-16.10,0.00,37
1,252,208,5.00,0.00,38
4,252,252,-0.55,1.48,39
1,252,252,26.00,0.00,40
0,252,001,-11.70,-999.00,41
0,252,001,-26.20,-999.00,42
1,252,242,-26.20,0.00,43
3,252,252,-8.32,1.01,44
1,252,222,-26.00,0.00,45
1,252,232,40.00,0.00,46
3,252,252,9.73,2.56,47
2,252,250,17.50,5.19,48
1,252,240,-27.00,0.00,49
5,252,252,2.00,2.67,50
0,252,001,-43.40,-999.00,51
0,251,001,-25.50,-999.00,1
1,251,245,-9.90,0.00,2
3,251,249,-0.20,0.59,3
1,251,250,-15.00,0.00,4
3,251,249,22.80,1.19,5
0,251,001,13.50,-999.00,6
0,251,001,20.10,-999.00,7
0,251,001,86.80,-999.00,8
0,251,001,19.00,-999.00,9
3,251,249,-5.00,2.22,10
3,251,250,-0.60,1.93,11
0,251,001,29.50,-999.00,12
0,251,001,-30.80,-999.00,13
1,251,242,15.60,0.00,14
1,251,246,-10.00,0.00,15
0,251,001,-8.20,-999.00,16
0,251,001,-14.70,-999.00,17
0,251,001,-25.90,-999.00,18
0,251,001,-18.60,-999.00,19
3,251,232,8.00,0.00,20
2,251,243,25.50,6.67,21
0,251,001,33.50,-999.00,22
4,251,250,0.90,0.15,23
3,251,242,7.00,2.97,24
0,251,001,-16.50,-999.00,25
2,251,235,-15.20,3.26,26
3,251,242,-15.00,1.63,27
3,251,242,-17.00,0.00,28
3,251,247,-0.20,1.78,29
3,251,232,7.00,0.00,30
0,251,001,15.90,-999.00,31
3,251,241,7.00,0.30,32
2,251,234,15.30,1.93,33
3,251,251,-1.00,2.22,34
0,251,001,-33.40,-999.00,35
3,251,249,-9.60,0.89,36
1,251,244,-16.10,0.00,37
1,251,208,5.00,0.00,38
3,251,250,-1.10,1.33,39
0,251,001,20.80,-999.00,40
0,251,001,-11.70,-999.00,41
0,251,001,-26.20,-999.00,42
1,251,242,-26.20,0.00,43
3,251,249,-5.00,3.11,44
1,251,222,-26.00,0.00,45
1,251,232,40.00,0.00,46
3,251,250,3.00,0.30,47
2,251,250,17.50,5.19,48
1,251,240,-27.00,0.00,49
4,251,250,1.10,1.48,50
0,251,001,-43.40,-999.00,51
0,250,001,-25.50,-999.00,1
1,250,245,-9.90,0.00,2
3,250,249,-0.20,0.44,3
1,250,250,-15.00,0.00,4
3,250,249,22.80,1.19,5
0,250,001,13.50,-999.00,6
0,250,001,20.10,-999.00,7
0,250,001,86.80,-999.00,8
0,250,001,19.00,-999.00,9
3,250,249,-5.00,2.22,10
3,250,250,-0.60,1.93,11
0,250,001,29.50,-999.00,12
0,250,001,-30.80,-999.00,13
1,250,242,15.60,0.00,14
1,250,246,-10.00,0.00,15
0,250,001,-8.20,-999.00,16
0,250,001,-14.70,-999.00,17
0,250,001,-25.90,-999.00,18
0,250,001,-18.60,-999.00,19
3,250,232,8.00,0.00,20
2,250,243,25.50,6.67,21
0,250,001,33.50,-999.00,22
4,250,250,0.90,0.15,23
3,250,242,7.00,2.97,24
0,250,001,-16.50,-999.00,25
2,250,235,-15.20,3.26,26
3,250,242,-15.00,1.63,27
3,250,242,-17.00,0.00,28
3,250,247,-0.20,1.78,29
3,250,232,7.00,0.00,30
0,250,001,15.90,-999.00,31
3,250,241,7.00,0.30,32
2,250,234,15.30,1.93,33
4,250,250,-0.90,0.74,34
0,250,001,-33.40,-999.00,35
3,250,249,-9.60,0.89,36
1,250,244,-16.10,0.00,37
1,250,208,5.00,0.00,38
3,250,250,-1.10,1.33,39
0,250,001,20.80,-999.00,40
0,250,001,-11.70,-999.00,41
0,250,001,-26.20,-999.00,42
1,250,242,-26.20,0.00,43
3,250,249,-5.00,3.11,44
1,250,222,-26.00,0.00,45
1,250,232,40.00,0.00,46
3,250,250,3.00,0.30,47
2,250,250,17.50,5.19,48
1,250,240,-27.00,0.00,49
4,250,250,1.10,1.48,50
0,250,001,-43.40,-999.00,51
0,249,001,-25.50,-999.00,1
1,249,245,-9.90,0.00,2
3,249,249,-0.20,0.44,3
0,249,001,-27.60,-999.00,4
3,249,249,22.80,1.19,5
0,249,001,13.50,-999.00,6
0,249,001,20.10,-999.00,7
0,249,001,86.80,-999.00,8
0,249,001,19.00,-999.00,9
3,249,249,-5.00,2.22,10
3,249,247,0.70,0.44,11
0,249,001,29.50,-999.00,12
0,249,001,-30.80,-999.00,13
1,249,242,15.60,0.00,14
1,249,246,-10.00,0.00,15
0,249,001,-8.20,-999.00,16
0,249,001,-14.70,-999.00,17
0,249,001,-25.90,-999.00,18
0,249,001,-18.60,-999.00,19
3,249,232,8.00,0.00,20
2,249,243,25.50,6.67,21
0,249,001,33.50,-999.00,22
3,249,247,0.80,0.30,23
3,249,242,7.00,2.97,24
0,249,001,-16.50,-999.00,25
2,249,235,-15.20,3.26,26
3,249,242,-15.00,1.63,27
3,249,242,-17.00,0.00,28
3,249,247,-0.20,1.78,29
3,249,232,7.00,0.00,30
0,249,001,15.90,-999.00,31
3,249,241,7.00,0.30,32
2,249,234,15.30,1.93,33
3,249,247,-0.80,1.19,34
0,249,001,-33.40,-999.00,35
3,249,249,-9.60,0.89,36
1,249,244,-16.10,0.00,37
1,249,208,5.00,0.00,38
3,249,247,-1.10,1.48,39
0,249,001,20.80,-999.00,40
0,249,001,-11.70,-999.00,41
0,249,001,-26.20,-999.00,42
1,249,242,-26.20,0.00,43
3,249,249,-5.00,3.11,44
1,249,222,-26.00,0.00,45
1,249,232,40.00,0.00,46
2,249,235,2.90,0.15,47
1,249,207,14.00,0.00,48
1,249,240,-27.00,0.00,49
3,249,249,0.20,1.93,50
0,249,001,-43.40,-999.00,51
0,248,001,-25.50,-999.00,1
1,248,245,-9.90,0.00,2
3,248,247,-1.60,2.08,3
0,248,001,-27.60,-999.00,4
3,248,239,22.00,2.97,5
0,248,001,13.50,-999.00,6
0,248,001,20.10,-999.00,7
0,248,001,86.80,-999.00,8
0,248,001,19.00,-999.00,9
3,248,244,-6.80,0.30,10
3,248,247,0.70,0.44,11
0,248,001,29.50,-999.00,12
0,248,001,-30.80,-999.00,13
1,248,242,15.60,0.00,14
1,248,246,-10.00,0.00,15
0,248,001,-8.20,-999.00,16
0,248,001,-14.70,-999.00,17
0,248,001,-25.90,-999.00,18
0,248,001,-18.60,-999.00,19
3,248,232,8.00,0.00,20
2,248,243,25.50,6.67,21
0,248,001,33.50,-999.00,22
4,248,247,0.90,1.04,23
3,248,242,7.00,2.97,24
0,248,001,-16.50,-999.00,25
2,248,235,-15.20,3.26,26
3,248,242,-15.00,1.63,27
3,248,242,-17.00,0.00,28
3,248,247,-0.20,1.78,29
3,248,232,7.00,0.00,30
0,248,001,15.90,-999.00,31
3,248,241,7.00,0.30,32
2,248,234,15.30,1.93,33
3,248,247,-0.80,1.19,34
0,248,001,-33.40,-999.00,35
3,248,245,-9.00,0.00,36
1,248,244,-16.10,0.00,37
1,248,208,5.00,0.00,38
4,248,247,-1.05,0.82,39
0,248,001,20.80,-999.00,40
0,248,001,-11.70,-999.00,41
0,248,001,-26.20,-999.00,42
1,248,242,-26.20,0.00,43
3,248,244,-8.00,1.48,44
1,248,222,-26.00,0.00,45
1,248,232,40.00,0.00,46
2,248,235,2.90,0.15,47
1,248,207,14.00,0.00,48
1,248,240,-27.00,0.00,49
3,248,247,0.20,1.93,50
0,248,001,-43.40,-999.00,51
0,247,001,-25.50,-999.00,1
1,247,245,-9.90,0.00,2
5,247,247,-1.60,2.08,3
0,247,001,-27.60,-999.00,4
3,247,239,22.00,2.97,5
0,247,001,13.50,-999.00,6
0,247,001,20.10,-999.00,7
0,247,001,86.80,-999.00,8
0,247,001,19.00,-999.00,9
3,247,244,-6.80,0.30,10
5,247,247,0.70,0.59,11
0,247,001,29.50,-999.00,12
0,247,001,-30.80,-999.00,13
1,247,242,15.60,0.00,14
1,247,246,-10.00,0.00,15
0,247,001,-8.20,-999.00,16
0,247,001,-14.70,-999.00,17
0,247,001,-25.90,-999.00,18
0,247,001,-18.60,-999.00,19
3,247,232,8.00,0.00,20
2,247,243,25.50,6.67,21
0,247,001,33.50,-999.00,22
8,247,247,0.90,2.52,23
3,247,242,7.00,2.97,24
0,247,001,-16.50,-999.00,25
2,247,235,-15.20,3.26,26
3,247,242,-15.00,1.63,27
3,247,242,-17.00,0.00,28
5,247,247,0.00,0.89,29
3,247,232,7.00,0.00,30
0,247,001,15.90,-999.00,31
3,247,241,7.00,0.30,32
2,247,234,15.30,1.93,33
6,247,247,-0.85,0.22,34
0,247,001,-33.40,-999.00,35
3,247,245,-9.00,0.00,36
1,247,244,-16.10,0.00,37
1,247,208,5.00,0.00,38
6,247,247,-0.50,0.82,39
0,247,001,20.80,-999.00,40
0,247,001,-11.70,-999.00,41
0,247,001,-26.20,-999.00,42
1,247,242,-26.20,0.00,43
3,247,244,-8.00,1.48,44
1,247,222,-26.00,0.00,45
1,247,232,40.00,0.00,46
2,247,235,2.90,0.15,47
1,247,207,14.00,0.00,48
1,247,240,-27.00,0.00,49
5,247,247,0.20,1.93,50
0,247,001,-43.40,-999.00,51
0,246,001,-25.50,-999.00,1
1,246,245,-9.90,0.00,2
5,246,244,-1.00,4.00,3
0,246,001,-27.60,-999.00,4
3,246,239,22.00,2.97,5
0,246,001,13.50,-999.00,6
0,246,001,20.10,-999.00,7
0,246,001,86.80,-999.00,8
0,246,001,19.00,-999.00,9
3,246,244,-6.80,0.30,10
4,246,244,0.85,0.30,11
0,246,001,29.50,-999.00,12
0,246,001,-30.80,-999.00,13
1,246,242,15.60,0.00,14
1,246,246,-10.00,0.00,15
0,246,001,-8.20,-999.00,16
0,246,001,-14.70,-999.00,17
0,246,001,-25.90,-999.00,18
0,246,001,-18.60,-999.00,19
3,246,232,8.00,0.00,20
2,246,243,25.50,6.67,21
0,246,001,33.50,-999.00,22
7,246,245,1.00,2.97,23
3,246,242,7.00,2.97,24
0,246,001,-16.50,-999.00,25
2,246,235,-15.20,3.26,26
3,246,242,-15.00,1.63,27
3,246,242,-17.00,0.00,28
4,246,244,0.30,0.74,29
3,246,232,7.00,0.00,30
0,246,001,15.90,-999.00,31
3,246,241,7.00,0.30,32
2,246,234,15.30,1.93,33
6,246,244,-0.85,0.22,34
0,246,001,-33.40,-999.00,35
3,246,245,-9.00,0.00,36
1,246,244,-16.10,0.00,37
1,246,208,5.00,0.00,38
5,246,243,0.00,1.48,39
0,246,001,20.80,-999.00,40
0,246,001,-11.70,-999.00,41
0,246,001,-26.20,-999.00,42
1,246,242,-26.20,0.00,43
3,246,244,-8.00,1.48,44
1,246,222,-26.00,0.00,45
1,246,232,40.00,0.00,46
2,246,235,2.90,0.15,47
1,246,207,14.00,0.00,48
1,246,240,-27.00,0.00,49
4,246,243,1.65,3.78,50
0,246,001,-43.40,-999.00,51
0,245,001,-25.50,-999.00,1
1,245,245,-9.90,0.00,2
6,245,244,-0.60,3.11,3
0,245,001,-27.60,-999.00,4
3,245,239,22.00,2.97,5
0,245,001,13.50,-999.00,6
0,245,001,20.10,-999.00,7
0,245,001,86.80,-999.00,8
0,245,001,19.00,-999.00,9
3,245,244,-6.80,0.30,10
6,245,244,1.05,0.96,11
0,245,001,29.50,-999.00,12
0,245,001,-30.80,-999.00,13
1,245,242,15.60,0.00,14
0,245,001,-16.10,-999.00,15
0,245,001,-8.20,-999.00,16
0,245,001,-14.70,-999.00,17
0,245,001,-25.90,-999.00,18
0,245,001,-18.60,-999.00,19
3,245,232,8.00,0.00,20
2,245,243,25.50,6.67,21
0,245,001,33.50,-999.00,22
10,245,245,0.60,2.22,23
3,245,242,7.00,2.97,24
0,245,001,-16.50,-999.00,25
2,245,235,-15.20,3.26,26
3,245,242,-15.00,1.63,27
3,245,242,-17.00,0.00,28
6,245,244,0.80,1.48,29
3,245,232,7.00,0.00,30
0,245,001,15.90,-999.00,31
3,245,241,7.00,0.30,32
2,245,234,15.30,1.93,33
8,245,244,-0.85,0.22,34
0,245,001,-33.40,-999.00,35
3,245,245,-9.00,0.00,36
1,245,244,-16.10,0.00,37
1,245,208,5.00,0.00,38
7,245,243,0.00,1.48,39
0,245,001,20.80,-999.00,40
0,245,001,-11.70,-999.00,41
0,245,001,-26.20,-999.00,42
1,245,242,-26.20,0.00,43
3,245,244,-8.00,1.48,44
1,245,222,-26.00,0.00,45
1,245,232,40.00,0.00,46
2,245,235,2.90,0.15,47
1,245,207,14.00,0.00,48
1,245,240,-27.00,0.00,49
6,245,243,2.00,4.30,50
0,245,001,-43.40,-999.00,51
0,244,001,-25.50,-999.00,1
0,244,001,-10.10,-999.00,2
6,244,244,-0.60,3.11,3
0,244,001,-27.60,-999.00,4
3,244,239,22.00,2.97,5
0,244,001,13.50,-999.00,6
0,244,001,20.10,-999.00,7
0,244,001,86.80,-999.00,8
0,244,001,19.00,-999.00,9
3,244,244,-6.80,0.30,10
6,244,244,1.05,0.96,11
0,244,001,29.50,-999.00,12
0,244,001,-30.80,-999.00,13
1,244,242,15.60,0.00,14
0,244,001,-16.10,-999.00,15
0,244,001,-8.20,-999.00,16
0,244,001,-14.70,-999.00,17
0,244,001,-25.90,-999.00,18
0,244,001,-18.60,-999.00,19
3,244,232,8.00,0.00,20
2,244,243,25.50,6.67,21
0,244,001,33.50,-999.00,22
9,244,243,0.20,2.08,23
3,244,242,7.00,2.97,24
0,244,001,-16.50,-999.00,25
2,244,235,-15.20,3.26,26
3,244,242,-15.00,1.63,27
3,244,242,-17.00,0.00,28
6,244,244,0.80,1.48,29
3,244,232,7.00,0.00,30
0,244,001,15.90,-999.00,31
3,244,241,7.00,0.30,32
2,244,234,15.30,1.93,33
8,244,244,-0.85,0.22,34
0,244,001,-33.40,-999.00,35
2,244,235,-10.70,2.52,36
1,244,244,-16.10,0.00,37
1,244,208,5.00,0.00,38
7,244,243,0.00,1.48,39
0,244,001,20.80,-999.00,40
0,244,001,-11.70,-999.00,41
0,244,001,-26.20,-999.00,42
1,244,242,-26.20,0.00,43
3,244,244,-8.00,1.48,44
1,244,222,-26.00,0.00,45
1,244,232,40.00,0.00,46
2,244,235,2.90,0.15,47
1,244,207,14.00,0.00,48
1,244,240,-27.00,0.00,49
6,244,243,2.00,4.30,50
0,244,001,-43.40,-999.00,51
0,243,001,-25.50,-999.00,1
0,243,001,-10.10,-999.00,2
5,243,242,-1.00,4.00,3
0,243,001,-27.60,-999.00,4
3,243,239,22.00,2.97,5
0,243,001,13.50,-999.00,6
0,243,001,20.10,-999.00,7
0,243,001,86.80,-999.00,8
0,243,001,19.00,-999.00,9
3,243,241,-5.00,2.97,10
5,243,242,1.10,1.33,11
0,243,001,29.50,-999.00,12
0,243,001,-30.80,-999.00,13
1,243,242,15.60,0.00,14
0,243,001,-16.10,-999.00,15
0,243,001,-8.20,-999.00,16
0,243,001,-14.70,-999.00,17
0,243,001,-25.90,-999.00,18
0,243,001,-18.60,-999.00,19
3,243,232,8.00,0.00,20
