state,district,incumbent,favored,confidence,nom_R,nom_D,nom_I,cvap,VOTER_POWER,redistricting_voter_power
IL,IL-HD-68,R,R,Tilt,John Cabello,Dave Vella,False,83020,-7.421357927066968e-10,-1.187417268330715e-08
IL,IL-HD-70,R,R,Lean,Jeff Keicher,Paul Stoddard,False,79475,-1.1541780302760235e-09,-1.8466848484416376e-08
IL,IL-HD-71,R,R,Safe,Tony McCombie,Joan Padilla,False,80055,-1.0852034700546687e-10,-1.7363255520874699e-09
IL,IL-HD-72,D,D,Safe,Glen Evans,Michael Halpin,False,77740,-3.192196080300386e-08,-5.107513728480617e-07
IL,IL-HD-73,R,R,Safe,Ryan Spain,False,False,78480,-7.121257056263985e-11,-1.1394011290022377e-09
IL,IL-HD-74,R,R,Safe,Daniel Swanson,Christopher Demink,False,81950,-7.039636712100061e-11,-1.1263418739360098e-09
IL,IL-HD-76,D,D,Likely,Travis Breeden,Lance Yednock,False,78950,-1.878412131070019e-08,-3.00545940971203e-07
IL,IL-HD-77,D,D,Safe,Anthony Airdo,Kathleen Willis,False,59995,-2.1126804803316655e-08,-3.380288768530665e-07
IL,IL-HD-78,D,D,Safe,False,Camille Lilly,Joshua Flynn,76485,-1.6614759816330378e-08,-2.6583615706128605e-07
IL,IL-HD-79,False,R,Likely,Jackie Haas,Charlene Eads,False,79210,-5.824929179406788e-10,-9.31988668705086e-09
IL,IL-HD-80,D,D,Safe,False,Anthony DeLuca,Clayton Cleveland,76815,-1.6086731318017654e-08,-2.5738770108828246e-07
IL,IL-HD-81,D,D,Lean,Laura Hois,Anne Stava-Murray,False,81220,-5.542577032318502e-09,-8.868123251709603e-08
IL,IL-HD-82,R,R,Safe,Jim Durkin,Kassem Moukahal,False,81350,-8.069254281688892e-11,-1.2910806850702228e-09
IL,IL-HD-83,D,D,Safe,Donald Walter,Barbara Hernandez,False,58950,-2.1477586090146682e-08,-3.436413774423469e-07
IL,IL-HD-85,False,D,Safe,Ron Doweidt,Dagmara Avelar,Anna Schiefelbein,72265,-1.7737142277282278e-08,-2.8379427643651645e-07
IL,IL-HD-87,R,R,Safe,Tim Butler,False,Angel Sides,81435,-6.677700341468917e-11,-1.0684320546350268e-09
IL,IL-HD-88,R,R,Safe,Keith Sommer,Karla Bailey-Smith,Kenneth Allison,81370,-6.308398530115167e-11,-1.0093437648184267e-09
IL,IL-HD-89,R,R,Safe,Andrew Chesney,False,John Cook,81750,-9.767427947178497e-11,-1.5627884715485596e-09
IL,IL-HD-90,R,R,Safe,Tom Demmer,Seth Wiggins,False,79990,-7.091833858444835e-11,-1.1346934173511736e-09
IL,IL-HD-91,False,R,Safe,Mark Luft,Josh Grys,False,82835,-1.7960934096342834e-10,-2.8737494554148535e-09
IL,IL-HD-92,D,D,Safe,False,Jehan Gordon-Booth,Chad Grimm,79475,-1.6027263476884462e-08,-2.564362156301514e-07
IL,IL-HD-93,R,R,Lean,Norine Hammond,Scott Stoll,False,80365,-8.916440704265921e-10,-1.4266305126825474e-08
IL,IL-HD-94,R,R,Safe,Randy Frese,Angel Smith,False,81720,-6.604687012145422e-11,-1.0567499219432674e-09
IL,IL-HD-95,R,R,Safe,Avery Bourne,Chase Wilhelm,False,82680,-1.7886619214837335e-10,-2.8618590743739736e-09
IL,IL-HD-96,D,D,Safe,Charles McGorray,Sue Scherer,John Keating,77975,-1.5658001226766943e-08,-2.505280196282711e-07
IL,IL-HD-97,R,D,Tilt,Mark Batinick,Harry Benton,False,82205,-3.118121333399795e-09,-4.988994133439672e-08
IL,IL-HD-100,R,R,Safe,Christopher Davidsmeyer,Brandon Adams,Ralph Sides,82275,-7.157936515646973e-11,-1.1452698425035157e-09
IL,IL-HD-102,R,R,Safe,Brad Halbrook,Mitchell Esslinger,False,82275,-7.076579079667855e-11,-1.1322526527468568e-09
IL,IL-HD-103,D,D,Safe,False,Carol Ammons,Brad Bielert,83180,-1.53952071703942e-08,-2.463233147263072e-07
IL,IL-HD-104,R,R,Likely,Mike Marron,Cynthia Cunningham,False,78945,-3.8631027370061854e-10,-6.180964379209897e-09
IL,IL-HD-105,R,R,Safe,Dan Brady,Chemberly Cummings,False,82810,-5.932301351541103e-11,-9.491682162465764e-10
IL,IL-HD-107,R,R,Safe,Blaine Wilhour,David Seiler,False,81045,-7.080515221444955e-11,-1.1328824354311928e-09
IL,IL-HD-108,R,R,Safe,Charles Meier,Kacie Weicherding,False,82790,-6.699275715334879e-11,-1.0718841144535807e-09
IL,IL-HD-109,False,R,Safe,Adam Niemerg,John Spencer,False,81875,-7.301992452531103e-11,-1.1683187924049765e-09
IL,IL-HD-110,R,R,Safe,Chris Miller,False,Kody Czerwonka,82925,-6.620475034076895e-11,-1.0592760054523032e-09
IL,IL-HD-111,D,D,Tilt,Amy Elik,Monica Bristow,False,82645,-3.852654447637077e-09,-6.164247116219324e-08
IL,IL-HD-112,D,D,Likely,Lisa Ciampoli,Katie Stuart,False,83020,-1.3078924419613475e-08,-2.092627907138156e-07
IL,IL-HD-113,D,D,Safe,False,Jay Hoffman,"Ryan Musick, Mark Elmore",78555,-2.7859669217856348e-08,-4.4575470748570156e-07
IL,IL-HD-114,D,D,Safe,Dave Barnes,LaToya Greenwood,False,78870,-3.021832897841595e-08,-4.834932636546552e-07
IL,IL-HD-115,False,R,Safe,Paul Jacobs,False,"Randy Auxier, Ian Peak",83415,-1.3517462388139279e-10,-2.1627939821022846e-09
IL,IL-HD-116,D,False,Toss-Up,David Friess,Nathan Reitz,False,83515,-5.984301492171183e-09,-9.574882387473893e-08
IN,IN-SD-5,R,R,Safe,Ed Charbonneau,Luke Bohm,False,99875,4.6629367034256575e-15,3.730349362740526e-14
IN,IN-SD-7,R,R,Safe,Brian Buchanan,Tabitha Bartley,False,95760,9.881418600032887e-15,7.90513488002631e-14
IN,IN-SD-8,R,R,Safe,Mike Bohacek,Gary Davis,False,96940,4.525676708388993e-15,3.620541366711194e-14
IN,IN-SD-9,R,R,Safe,Ryan Mishler,Brandon Cavanaugh,False,95420,9.865697668531848e-15,7.892558134825478e-14
IN,IN-SD-12,R,R,Safe,Blake Doriot,Charles Mumaw,False,86410,1.1064825271300814e-14,8.851860217040651e-14
IN,IN-SD-16,R,R,Safe,Justin Busch,Juli Dominguez,False,97340,7.394475656785637e-15,5.91558052542851e-14
IN,IN-SD-18,R,R,Safe,Stacey Donato,Laura Fred-Smith,False,94360,9.90657209043455e-15,7.92525767234764e-14
IN,IN-SD-20,False,R,Safe,Scott Baldwin,Ronnie Saunders III,False,103530,8.766750346500539e-15,7.013400277200431e-14
IN,IN-SD-24,R,R,Safe,John Crane,Stan Albaugh,False,102780,9.060243874592366e-15,7.248195099673893e-14
IN,IN-SD-28,R,R,Safe,Mike Crider,Theresa Bruno,False,100585,9.304189363401605e-15,7.443351490721284e-14
IN,IN-SD-30,R,D,Lean,John Ruckelshaus,Fady Qaddoura,False,104725,1.115644035487584e-16,8.925152283900673e-16
IN,IN-SD-32,R,R,Safe,Aaron Freeman,Belinda Drake,False,95460,6.283060009770747e-15,5.0264480078165974e-14
IN,IN-SD-35,R,R,Safe,R. Michael Young,Pete Cowden,False,92720,5.347718795567502e-15,4.2781750364540017e-14
IN,IN-SD-36,R,R,Lean,Jack Sandlin,Ashley Eason,False,94670,8.102242834984175e-16,6.48179426798734e-15
IN,IN-SD-37,R,R,Safe,Rodrick Bray,Tom Wallace,False,100880,9.39938231414583e-15,7.519505851316664e-14
IN,IN-SD-44,R,R,Safe,Eric Koch,Cynthia Wirth,False,98265,9.523306622460925e-15,7.61864529796874e-14
IN,IN-HD-4,R,R,Lean,Edmond Soliday,Debora Porter,False,51790,9.434615215052518e-09,7.547692172042014e-08
IN,IN-HD-5,R,False,Toss-Up,Dale Devon,Donald Westerhausen Jr.,False,47325,5.949385708256885e-09,4.759508566605508e-08
IN,IN-HD-7,D,False,Toss-Up,Jake Teshka,Ross Deal,False,46935,1.9218829618028455e-09,1.5375063694422764e-08
IN,IN-HD-8,D,D,Likely,Timothy Jaycox,Ryan Dvorak,False,51505,2.697803263337212e-10,2.1582426106697694e-09
IN,IN-HD-9,D,D,Safe,Dion Bergeron,Pat Boy,False,51265,1.0608122171483492e-10,8.486497737186793e-10
IN,IN-HD-11,R,R,Safe,Michael Aylesworth,Keegan Damron,False,49350,2.7977156687479174e-08,2.238172534998334e-07
IN,IN-HD-12,False,D,Safe,Tom Wichlinski,Mike Andrade,False,47850,2.4490579204373975e-10,1.959246336349918e-09
IN,IN-HD-13,R,R,Safe,Sharon Negele,Loretta Barnes,False,47725,1.842579360096519e-08,1.4740634880772152e-07
IN,IN-HD-15,D,False,Toss-Up,Hal Slager,Chris Chyung,False,49480,2.4342455582715763e-09,1.947396446617261e-08
IN,IN-HD-16,R,R,Safe,Douglas Gutwein,Michael Lovely,False,48025,1.8625970150780435e-08,1.4900776120624348e-07
IN,IN-HD-17,R,R,Safe,Jack Gordon,Bianka Tinklenberg,False,45935,1.917642499568023e-08,1.5341139996544184e-07
IN,IN-HD-18,False,R,Safe,Craig Snow,Chad Harris,False,49320,1.774151456388623e-08,1.4193211651108983e-07
IN,IN-HD-19,D,D,Tilt,Julie Oltoff,Lisa Beck,False,51535,1.5068831875656927e-09,1.2055065500525541e-08
IN,IN-HD-20,R,R,Safe,Jim Pressel,Tim Gust,False,47915,3.431445960765198e-08,2.7451567686121586e-07
IN,IN-HD-21,R,R,Safe,Timothy Wesco,Ryan Liedtky,False,44860,2.2867353003568416e-08,1.8293882402854733e-07
IN,IN-HD-22,R,R,Safe,Curt Nisly,Kelly Thompson,False,47545,1.8550937968381774e-08,1.484075037470542e-07
IN,IN-HD-24,R,R,Safe,Donna Schaibley,Naomi Bechtold,False,51570,1.7889155156020946e-08,1.4311324124816757e-07
IN,IN-HD-25,R,R,Safe,Don Lehe,Alex Sabol,False,48415,1.8413709617953918e-08,1.4730967694363134e-07
IN,IN-HD-27,D,D,Safe,James Hass,Sheila Klinker,False,51835,7.859703805759151e-11,6.287763044607321e-10
IN,IN-HD-28,R,R,Safe,Jeffrey Thompson,Eric Shotwell,False,50600,1.727595820393002e-08,1.3820766563144016e-07
IN,IN-HD-29,R,R,Safe,Chuck Goodrich,Mike Vick,False,50380,2.008969957414692e-08,1.6071759659317536e-07
IN,IN-HD-30,R,R,Safe,Mike Karickhoff,Dylan McHenry,False,49325,1.7357192894345425e-08,1.388575431547634e-07
IN,IN-HD-32,R,R,Safe,Tony Cook,Amie Neiling,False,50590,1.7502409453066907e-08,1.4001927562453526e-07
IN,IN-HD-33,R,R,Safe,John Prescott,Julie Snider,False,47945,2.2009284011297904e-08,1.7607427209038323e-07
IN,IN-HD-34,D,D,Safe,Dale Basham,Sue Errington,False,51520,7.605725164255839e-11,6.084580131404671e-10
IN,IN-HD-35,D,D,Tilt,Elizabeth Rowray,Melanie Wright,False,50090,1.2678665312721923e-09,1.0142932250177539e-08
IN,IN-HD-36,D,D,Likely,Kyle Pierce,Terri Jo Austin,False,49195,3.209559423789088e-10,2.5676475390312703e-09
IN,IN-HD-37,R,R,Safe,Todd Huston,Aimee Rivera Cole,False,52645,3.174939332056467e-08,2.539951465645174e-07
IN,IN-HD-38,R,R,Safe,Heath Van Natter,Tom Hedde,False,46115,1.8742889454879952e-08,1.4994311563903961e-07
IN,IN-HD-39,R,R,Safe,Jerry Torr,Ashley Klein,False,51445,3.267754851237446e-08,2.614203880989957e-07
IN,IN-HD-40,R,R,Safe,Greg Steuerwald,Kevin Short,False,53580,1.7305281929669292e-08,1.3844225543735433e-07
IN,IN-HD-41,R,R,Safe,Tim Brown,Greg Woods,False,50670,1.6984124967317146e-08,1.3587299973853717e-07
IN,IN-HD-42,R,R,Safe,Alan Morrison,Amy Burke Adams,False,47810,3.6047926610838395e-08,2.8838341288670716e-07
IN,IN-HD-43,D,D,Safe,Bill Treadway,Tonya Pflaff,False,50250,1.3621264934125105e-10,1.0897011947300084e-09
IN,IN-HD-48,R,R,Safe,Doug Miller,Aaron Mishler,False,47270,1.8822346857885235e-08,1.5057877486308188e-07
IN,IN-HD-49,R,R,Safe,Christy Stutzman,Joseph Christian Lehman,False,43605,1.9801028440058314e-08,1.5840822752046652e-07
IN,IN-HD-50,R,R,Safe,Daniel Leonard,Jorge Fernandez,False,49115,1.736548183126508e-08,1.3892385465012064e-07
IN,IN-HD-51,R,R,Safe,Dennis Zent,Michael Stephenson,False,47195,1.8923038665749975e-08,1.513843093259998e-07
IN,IN-HD-52,R,R,Safe,Ben Smaltz,Marty Lemert,Morgan Rigg,48285,1.8120975142730394e-08,1.4496780114184316e-07
IN,IN-HD-58,R,R,Safe,Bruce Armstrong,Cindy Reinert,False,49540,2.5420401255651058e-08,2.0336321004520846e-07
IN,IN-HD-59,R,R,Safe,Ryan Lauer,Dale Nowlin,False,45890,3.8403956809573633e-08,3.0723165447658907e-07
IN,IN-HD-60,R,R,Safe,Peggy Mayfield,Tiffany Grant,False,50415,3.329325448415011e-08,2.663460358732009e-07
IN,IN-HD-62,R,R,Safe,Jeff Ellington,Alyssa Bailey,False,51170,3.4374628708798774e-08,2.749970296703902e-07
IN,IN-HD-63,R,R,Safe,Shane Lindauer,Teresa Kendall,False,47295,1.8557248441250854e-08,1.4845798753000683e-07
IN,IN-HD-64,R,R,Safe,Matt Hostettler,Ian Gamroth,False,49435,1.785472769828302e-08,1.4283782158626415e-07
IN,IN-HD-65,R,R,Safe,Chris May,Paula Staley,False,50880,1.7465278316902005e-08,1.3972222653521604e-07
IN,IN-HD-66,D,D,Likely,Zach Payne,Terry Goodin,False,49805,3.8584690997822685e-10,3.086775279825815e-09
IN,IN-HD-69,R,R,Safe,Jim Lucas,Jeffrey Prewitt,Kat Hardwick,48770,1.7959367514626057e-08,1.4367494011700846e-07
IN,IN-HD-70,R,R,Safe,Karen Engleman,Kent Yeager,False,49905,1.794552871570414e-08,1.4356422972563313e-07
IN,IN-HD-72,R,R,Likely,Ed Clere,Erica Lawrence,False,51185,1.715359234462279e-08,1.3722873875698233e-07
IN,IN-HD-75,False,R,Safe,Cindy Ledbetter,John Hurley,False,49580,1.770130183317148e-08,1.4161041466537183e-07
IN,IN-HD-76,R,R,Likely,Mac McNamara,Stephen Folz,False,50660,1.6435169575973463e-08,1.314813566077877e-07
IN,IN-HD-77,D,D,Safe,Gregory Peete,Ryan Hatfield,False,48420,8.630763671021306e-11,6.904610936817045e-10
IN,IN-HD-78,R,R,Safe,Holli Sullivan,Tonda Pauley,False,50885,1.7222408029110396e-08,1.3777926423288317e-07
IN,IN-HD-81,R,R,Lean,Martin Carbaugh,Kyle Miller,False,50395,1.7867563494294164e-08,1.429405079543533e-07
IN,IN-HD-83,R,R,Safe,Christopher Judy,Michael Bienz,False,49850,1.7636380700682477e-08,1.4109104560545982e-07
IN,IN-HD-84,R,R,Safe,Bob Morris,Emma Steele,False,50850,2.0900534061481582e-08,1.6720427249185266e-07
IN,IN-HD-85,R,R,Safe,Dave Heine,Pablo Hurtado III,False,48465,1.765676813591209e-08,1.4125414508729672e-07
IN,IN-HD-87,D,D,Safe,Ryan Royer,Carey Hamilton,False,53790,1.8947556381949254e-10,1.5158045105559403e-09
IN,IN-HD-88,False,R,Likely,Chris Jeter,Pam Dechert,False,50575,3.086826258361444e-08,2.4694610066891554e-07
IN,IN-HD-89,R,False,Toss-Up,Cynthia Kirchhofer,Mitch Gore,False,48980,4.142710058568748e-09,3.314168046854998e-08
IN,IN-HD-90,R,R,Safe,Mike Speedy,Jordan Nienaber,False,47005,3.6362853392105966e-08,2.9090282713684773e-07
IN,IN-HD-91,R,R,Safe,Robert Behning,Beverly McDermott-Piazza,False,48205,1.8599858065304793e-08,1.4879886452243835e-07
IN,IN-HD-93,False,R,Safe,Dollyne Sherman,Angela Elliott,False,45580,1.9186698186398482e-08,1.5349358549118786e-07
IN,IN-HD-94,D,D,Safe,Felipe Jesus Rios,Cherrish Pryor,False,41845,9.686079802811996e-11,7.748863842249597e-10
IN,IN-HD-97,D,D,Safe,John Schmitz,Justin Moed,Mark Renholzberger,46835,8.403123574578231e-11,6.722498859662585e-10
IN,IN-HD-100,False,D,Safe,Wayne Harmon,Robert Johnson,False,48045,1.224033380079273e-10,9.792267040634184e-10
KS,KS-SD-1,R,R,Safe,Dennis Pyle,Kirk Miller,False,52810,4.637334188872799e-07,1.3912002566618398e-06
KS,KS-SD-3,D,D,Lean,Willie Dove,Tom Holland,False,56310,1.8789756461856655e-06,5.6369269385569964e-06
KS,KS-SD-4,D,D,Safe,Sam Stillwell,David Haley,False,43200,1.0286174934037717e-07,3.085852480211315e-07
KS,KS-SD-5,R,False,Toss-Up,Kevin Braun,Jeffrey Pittman,False,55240,3.3503460825645703e-06,1.0051038247693711e-05
KS,KS-SD-6,D,D,Safe,Dianna Whittington,Pat Pettey,False,41655,1.023805639155384e-07,3.071416917466152e-07
KS,KS-SD-7,False,D,Safe,Laura McConwell,Ethan Corson,False,55975,3.328728057638841e-07,9.986184172916523e-07
KS,KS-SD-8,False,D,Lean,James Todd,Cindy Holscher,False,54105,3.0702911804070254e-06,9.210873541221076e-06
KS,KS-SD-9,R,R,Likely,Julia Lynn,Stacey Knoell,False,53610,6.610924127015139e-07,1.9832772381045416e-06
KS,KS-SD-10,R,D,Tilt,Mike Thompson,Lindsey Constance,False,53555,3.7782092993099425e-06,1.1334627897929828e-05
KS,KS-SD-11,False,False,Toss-Up,Kellie Warren,Joy Koesten,False,53115,3.1511233405945305e-06,9.453370021783591e-06
KS,KS-SD-12,R,R,Safe,Caryn Tyson,Mike Bruner,False,51650,9.983740922869799e-08,2.99512227686094e-07
KS,KS-SD-13,R,R,Safe,Richard Hilderbrand,Nancy Ingle,False,53740,3.7292635179930755e-07,1.1187790553979227e-06
KS,KS-SD-16,R,R,Safe,Ty Masterson,Timothy Don Fry II,False,54425,1.2929421799867669e-07,3.8788265399603006e-07
KS,KS-SD-17,R,R,Safe,Jeff Longbine,Stephen Vecchione,False,50625,3.6917453416496215e-07,1.1075236024948865e-06
KS,KS-SD-18,False,R,Tilt,Kristen O'Shea,Tobias Schlingensiepen,False,52510,2.820780890200325e-06,8.462342670600975e-06
KS,KS-SD-19,D,D,Safe,Rick Kloos,Anthony Hensley,False,50045,2.4112630836459203e-07,7.233789250937761e-07
KS,KS-SD-20,False,R,Likely,Brenda Dietrich,Rachel Willis,False,55020,1.3835619577795555e-06,4.1506858733386665e-06
KS,KS-SD-21,FALSE,D,Lean,Tom Bickimer,Dinah Sykes,False,55760,2.77803515336128e-06,8.33410546008384e-06
KS,KS-SD-22,D,D,Lean,Craig Bowser,Tom Hawk,False,66675,1.0352962109827502e-06,3.1058886329482505e-06
KS,KS-SD-23,R,R,Likely,Robert Olson,Wendy Budetti,False,47865,6.607340499176217e-07,1.9822021497528652e-06
KS,KS-SD-25,D,D,Safe,Vail Fruechting,Mary Ware,False,50275,4.31742317452688e-07,1.295226952358064e-06
KS,KS-SD-27,R,R,Safe,Gene Suellentrop,Mike McCorkle,False,54600,7.7696682754258e-08,2.3309004826277402e-07
KS,KS-SD-28,R,D,Tilt,Mike Petersen,Jim Ward,False,46955,3.948740214143598e-06,1.1846220642430794e-05
KS,KS-SD-29,D,D,Safe,Myron Ackerman,Oletha Faust-Goudeau,False,43790,1.0118612137066661e-07,3.035583641119998e-07
KS,KS-SD-30,False,R,Lean,Renee Erickson,Melissa Gregory,False,53095,1.892849467166613e-06,5.678548401499839e-06
KS,KS-SD-34,False,R,Safe,Mark Steffen,Shanna Henry,False,51885,8.653854965956498e-08,2.5961564897869494e-07
KS,KS-SD-37,R,R,Safe,Molly Baumgardner,Becca Peck,False,54885,8.19006072960704e-08,2.457018218882112e-07
KS,KS-SD-38,R,R,Safe,Bud Estes,Edgar Pando,False,37245,1.2638210844517772e-07,3.7914632533553316e-07
KS,KS-SD-40,R,R,Safe,Rick Billinger,Larry Dreiling,False,55480,9.043249071805092e-08,2.7129747215415273e-07
KS,KS-HD-2,R,R,Lean,Kenneth Collins,Lynn Grant,False,16900,1.781135491862873e-05,5.343406475588619e-05
KS,KS-HD-3,D,D,Lean,Chuck Smith,Monica Murnan,False,17905,1.508617471168705e-05,4.525852413506115e-05
KS,KS-HD-4,R,R,Safe,Trevor Jacobs,Bill Meyer,False,17120,5.059378549443494e-07,1.5178135648330482e-06
KS,KS-HD-5,R,R,Safe,Mark Samsel,Roger Sims,False,16315,5.205949888953398e-07,1.5617849666860195e-06
KS,KS-HD-9,R,R,Safe,Kent Thompson,Alana Cloutier,False,16375,4.862853472120676e-07,1.4588560416362029e-06
KS,KS-HD-12,R,R,Safe,Doug Blex,False,False,16420,5.903454970423994e-07,1.771036491127198e-06
KS,KS-HD-13,R,R,Safe,Joe Newland,Mark Pringle,False,16340,5.752871642394908e-07,1.7258614927184723e-06
KS,KS-HD-14,R,False,Toss-Up,Charlotte Esau,Angela Justus Schweller,False,17715,2.6333359230523712e-05,7.900007769157114e-05
KS,KS-HD-15,R,R,Tilt,John Toplikar,Cole Fine,False,14565,2.8223091744994377e-05,8.466927523498313e-05
KS,KS-HD-16,False,D,Likely,Rashard Young,Linda Featherston,False,18310,1.6764471374774992e-05,5.0293414124324975e-05
KS,KS-HD-17,False,D,Tilt,Kristine Sapp,Jo Ella Hoye,False,17345,2.7448347699854384e-05,8.234504309956316e-05
KS,KS-HD-18,D,D,Lean,Cathy Gordon,Cindy Neighbor,False,17445,1.7780961697244635e-05,5.3342885091733905e-05
KS,KS-HD-20,False,D,Tilt,Jane Dirks,Mari-Lynn Poskin,False,19435,2.4010539956931254e-05,7.203161987079376e-05
KS,KS-HD-21,D,D,Safe,Bob Reese,Jerry Stogsdill,False,18240,9.314017292982868e-07,2.7942051878948604e-06
KS,KS-HD-23,D,D,Likely,Jeff Shull,Susan Ruiz,False,15830,1.5254025383493188e-05,4.5762076150479565e-05
KS,KS-HD-26,R,R,Lean,Adam Thomas,W. Michael Shimeall,False,16500,1.452784050182121e-05,4.358352150546363e-05
KS,KS-HD-27,R,R,Safe,Sean Tarwater,Sona Patel,False,18425,5.879460479585319e-07,1.7638381438755957e-06
KS,KS-HD-28,False,R,Lean,Carl Turner,Sally Jercha,False,15825,6.356083488201492e-06,1.9068250464604475e-05
KS,KS-HD-29,D,D,Safe,Jerry Clinton,Brett Parker,False,17015,4.944404607742925e-06,1.4833213823228775e-05
KS,KS-HD-30,D,D,Likely,Laura Williams,Brandon Woodard,False,18490,9.264648551776666e-06,2.779394565533e-05
KS,KS-HD-31,D,D,Safe,Landon Griffith,Louis Ruiz,False,14600,1.0991915533331564e-06,3.2975746599994693e-06
KS,KS-HD-32,D,D,Safe,Greg Conchola,Pam Curtis,False,8420,2.0448877231515894e-06,6.134663169454768e-06
KS,KS-HD-33,D,D,Safe,Jordan Michael Mackey,Tom Burroughs,False,16360,1.0253233029278164e-06,3.075969908783449e-06
KS,KS-HD-35,False,D,Safe,Mark David Snelson,#REF!,False,14225,1.1674545516981993e-06,3.502363655094598e-06
KS,KS-HD-36,D,D,Safe,Mark Gilstrap,Kathy Wolfe Moore,False,18205,8.868045856535999e-07,2.6604137569607995e-06
KS,KS-HD-37,D,D,Safe,False,False,False,13580,1.2194726517478216e-06,3.658417955243465e-06
KS,KS-HD-38,False,R,Safe,Tim Johnson,Sherri Grogan,False,18495,5.781212818467552e-07,1.7343638455402655e-06
KS,KS-HD-39,R,R,Lean,Owen Donohue,Les Lampe,False,16520,1.7023899217982752e-05,5.1071697653948256e-05
KS,KS-HD-40,R,R,Tilt,David French,Joana Scholtz,False,18120,2.3384226716105516e-05,7.015268014831655e-05
KS,KS-HD-41,False,False,Toss-Up,Pat Proctor,Mike Griswold,False,16945,2.3784534114446032e-05,7.13536023433381e-05
KS,KS-HD-43,R,R,Safe,William Sutton,Pamela Finley,False,16620,4.2399057698094827e-07,1.2719717309428449e-06
KS,KS-HD-47,R,R,Safe,Ronald Ellis,Michael Caddell,False,16815,7.281159424277206e-07,2.184347827283162e-06
KS,KS-HD-48,D,False,Toss-Up,Terry Frederick,Jennifer Day,False,16070,3.0088754343737815e-05,9.026626303121345e-05
KS,KS-HD-49,R,R,Lean,Megan Lynn,Katie Dixon,False,14950,1.765136959763769e-05,5.295410879291307e-05
KS,KS-HD-50,R,R,Safe,Fred Patton,Timothy Reed,False,17060,5.005162559967857e-07,1.5015487679903572e-06
KS,KS-HD-52,False,R,Likely,Jesse Borjon,Mary Lou Davis,False,17370,4.7582032363102655e-06,1.4274609708930797e-05
KS,KS-HD-53,D,D,Safe,Jeff Coen,Jim Gartner,False,17800,9.823125430852286e-07,2.946937629255686e-06
KS,KS-HD-54,R,R,Safe,Ken Corbet,John Brosz,False,16290,2.3557137506236003e-06,7.067141251870801e-06
KS,KS-HD-55,D,D,Safe,Janlyn Nesbett Tucker,Annie Kuether,False,17280,9.597026504604145e-07,2.8791079513812434e-06
KS,KS-HD-56,D,D,Likely,Tim Clothier,Virgil Weigel,False,18155,1.0277641111611224e-05,3.083292333483367e-05
KS,KS-HD-57,D,D,Safe,Michael Martin,John Alcala,False,15265,1.0699445366357807e-06,3.209833609907342e-06
KS,KS-HD-58,False,D,Safe,Geoffrey Gawdun,Vic Miller,False,14305,1.1386294463955338e-06,3.4158883391866013e-06
KS,KS-HD-59,R,R,Safe,Blaine Finch,Caren Rugg,False,16785,4.745145152362795e-07,1.4235435457088386e-06
KS,KS-HD-60,R,R,Safe,Mark Schreiber,Todd Maddox,False,16825,4.4225776829609487e-07,1.3267733048882846e-06
KS,KS-HD-64,R,R,Safe,Susan Carlson,Jim Vathauer,False,17280,4.6137335774076854e-07,1.3841200732223056e-06
KS,KS-HD-67,False,R,Lean,Mike Dodson,Cheryl Arthur,False,19690,9.38162296537648e-06,2.8144868896129438e-05
KS,KS-HD-68,R,R,Safe,Dave Baker,Scott Dawson,False,17490,4.4040668567557617e-07,1.3212200570267285e-06
KS,KS-HD-69,False,R,Tilt,Clarke Sanders,Ryan Holmquist,False,15495,1.279155461197945e-05,3.837466383593835e-05
KS,KS-HD-70,R,R,Safe,John Barker,Jo Schwartz,False,16215,5.091550738800521e-07,1.5274652216401563e-06
KS,KS-HD-71,False,R,Safe,Steven Howe,Jeffrey Zamrzla,False,16980,4.213104708439274e-07,1.2639314125317822e-06
KS,KS-HD-72,D,D,Tilt,Avery Anderson,Tim Hodge,False,16475,2.7213686575322527e-05,8.164105972596758e-05
KS,KS-HD-75,R,R,Safe,Will Carpenter,Ethan Caylor,False,17500,4.370100753492423e-07,1.311030226047727e-06
KS,KS-HD-77,R,R,Safe,Kristey Williams,False,False,16290,4.954429202452815e-07,1.4863287607358444e-06
KS,KS-HD-78,R,R,Likely,Ron Ryckman,Kathy Meyer,False,15785,5.2918521690203946e-06,1.5875556507061184e-05
KS,KS-HD-79,R,R,Lean,Cheryl Helmer,Ken White,False,17240,1.720073309829928e-05,5.1602199294897844e-05
KS,KS-HD-81,R,R,Safe,Blake Carpenter,Matthew Joyce,False,15055,5.218209456758771e-07,1.5654628370276313e-06
KS,KS-HD-82,False,R,Safe,Jesse Burris,Edward Hackerott,False,17100,4.157493960210701e-07,1.2472481880632103e-06
KS,KS-HD-83,D,D,Safe,Crystal Dozier,Henry Helgerson,False,14725,1.1448486958443027e-06,3.434546087532908e-06
KS,KS-HD-84,D,D,Safe,Janet Sue Rine,Gail Finney,False,14285,1.1746901872333737e-06,3.524070561700121e-06
KS,KS-HD-85,R,R,Likely,Patrick Penn,Marcey Gregory,False,20050,6.887941413791232e-06,2.0663824241373696e-05
KS,KS-HD-86,False,D,Safe,Cyndi Howerton,Stephanie Byers,False,15145,5.239435981851948e-06,1.5718307945555843e-05
